comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source,passed_filter
ligamx,2021,2021-08-28,Queretaro @ Puebla,1X2,puebla,,2.17,0.3609,0.4608,-9.76,win,1.17,0.34,market_avg,False
ligamx,2021,2021-08-28,Queretaro @ Puebla,1X2,draw,,3.13,0.3697,0.3195,7.07,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-08-28,Queretaro @ Puebla,1X2,queretaro,,3.49,0.2694,0.2865,-2.69,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-28,Monterrey @ Club Tijuana,1X2,tijuana,,3.97,0.1791,0.2519,-13.01,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-28,Monterrey @ Club Tijuana,1X2,draw,,3.28,0.2868,0.3049,-2.67,win,2.28,0.34,market_avg,False
ligamx,2021,2021-08-28,Monterrey @ Club Tijuana,1X2,monterrey,,1.96,0.5342,0.5102,2.11,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-28,Necaxa @ Guadalajara Chivas,1X2,guadalajara chivas,,2.01,0.3096,0.4975,-17.0,win,1.0099999999999998,0.34,market_avg,False
ligamx,2021,2021-08-28,Necaxa @ Guadalajara Chivas,1X2,draw,,3.25,0.3005,0.3077,-1.05,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-28,Necaxa @ Guadalajara Chivas,1X2,necaxa,,3.82,0.3899,0.2618,22.02,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-08-29,Atlas @ Tigres UANL,1X2,tigres uanl,,2.48,0.3108,0.4032,-10.31,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-29,Atlas @ Tigres UANL,1X2,draw,,2.96,0.3689,0.3378,4.14,win,1.96,0.34,market_avg,True
ligamx,2021,2021-08-29,Atlas @ Tigres UANL,1X2,atlas,,3.06,0.3202,0.3268,-0.9,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-29,Club America @ Club Leon,1X2,leon,,2.47,0.2261,0.4049,-19.87,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-29,Club America @ Club Leon,1X2,draw,,3.26,0.3201,0.3067,1.96,win,2.26,0.34,market_avg,False
ligamx,2021,2021-08-29,Club America @ Club Leon,1X2,america,,2.81,0.4538,0.3559,12.38,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-08-29,UNAM Pumas @ Toluca,1X2,toluca,,1.78,0.5478,0.5618,-1.12,win,0.78,0.34,market_avg,False
ligamx,2021,2021-08-29,UNAM Pumas @ Toluca,1X2,draw,,3.65,0.2623,0.274,-1.92,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-29,UNAM Pumas @ Toluca,1X2,unam pumas,,4.32,0.1899,0.2315,-8.08,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-08-30,Juarez @ Santos Laguna,1X2,santos laguna,,1.45,0.5642,0.6897,-8.19,win,0.44999999999999996,0.34,market_avg,False
ligamx,2021,2021-08-30,Juarez @ Santos Laguna,1X2,draw,,4.34,0.2722,0.2304,8.16,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-08-30,Juarez @ Santos Laguna,1X2,juarez,,6.75,0.1636,0.1481,4.69,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-11,Atl. San Luis @ Puebla,1X2,puebla,,2.49,0.2658,0.4016,-15.22,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-11,Atl. San Luis @ Puebla,1X2,draw,,3.05,0.3054,0.3279,-3.09,win,2.05,0.34,market_avg,False
ligamx,2021,2021-09-11,Atl. San Luis @ Puebla,1X2,atl san luis,,2.96,0.4289,0.3378,12.12,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-11,Cruz Azul @ Juarez,1X2,juarez,,3.17,0.2118,0.3155,-14.79,win,2.17,0.334,market_avg,False
ligamx,2021,2021-09-11,Cruz Azul @ Juarez,1X2,draw,,2.9,0.2828,0.3448,-8.09,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-11,Cruz Azul @ Juarez,1X2,cruz azul,,2.46,0.5054,0.4065,10.95,lose,-1.0,0.334,market_avg,True
ligamx,2021,2021-09-11,Santos Laguna @ Club Tijuana,1X2,tijuana,,2.29,0.1808,0.4367,-26.37,win,1.29,0.34,market_avg,False
ligamx,2021,2021-09-11,Santos Laguna @ Club Tijuana,1X2,draw,,3.32,0.2901,0.3012,-1.66,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-11,Santos Laguna @ Club Tijuana,1X2,santos laguna,,3.04,0.5291,0.3289,27.38,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-11,Monterrey @ Atlas,1X2,atlas,,1.99,0.3655,0.5025,-12.27,win,0.99,0.34,market_avg,False
ligamx,2021,2021-09-11,Monterrey @ Atlas,1X2,draw,,3.21,0.382,0.3115,10.18,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-11,Monterrey @ Atlas,1X2,monterrey,,4.06,0.2525,0.2463,1.13,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-12,Club Leon @ Tigres UANL,1X2,tigres uanl,,2.13,0.4323,0.4695,-3.56,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-12,Club Leon @ Tigres UANL,1X2,draw,,3.39,0.2717,0.295,-3.55,win,2.39,0.34,market_avg,False
ligamx,2021,2021-09-12,Club Leon @ Tigres UANL,1X2,leon,,3.28,0.296,0.3049,-1.31,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-12,Mazatlan FC @ Club America,1X2,america,,1.5,0.6435,0.6667,-1.57,win,0.5,0.334,market_avg,False
ligamx,2021,2021-09-12,Mazatlan FC @ Club America,1X2,draw,,3.96,0.2393,0.2525,-2.36,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-12,Mazatlan FC @ Club America,1X2,mazatlan,,6.73,0.1172,0.1486,-9.5,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-12,Guadalajara Chivas @ UNAM Pumas,1X2,unam pumas,,3.79,0.2914,0.2639,4.69,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-12,Guadalajara Chivas @ UNAM Pumas,1X2,draw,,3.07,0.32,0.3257,-0.79,win,2.07,0.34,market_avg,False
ligamx,2021,2021-09-12,Guadalajara Chivas @ UNAM Pumas,1X2,guadalajara chivas,,2.09,0.3886,0.4785,-8.45,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-13,Necaxa @ Queretaro,1X2,queretaro,,2.84,0.2267,0.3521,-16.03,win,1.8399999999999999,0.34,market_avg,False
ligamx,2021,2021-09-13,Necaxa @ Queretaro,1X2,draw,,2.92,0.3311,0.3425,-1.49,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-13,Necaxa @ Queretaro,1X2,necaxa,,2.67,0.4421,0.3745,8.12,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-14,Toluca @ Pachuca,1X2,pachuca,,1.85,0.4286,0.5405,-9.32,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-14,Toluca @ Pachuca,1X2,draw,,3.51,0.259,0.2849,-4.09,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-14,Toluca @ Pachuca,1X2,toluca,,4.15,0.3124,0.241,13.34,win,3.1500000000000004,0.34,market_avg,True
ligamx,2021,2021-09-17,Club Tijuana @ Atl. San Luis,1X2,atl san luis,,2.1,0.5342,0.4762,5.49,win,1.1,0.334,market_avg,True
ligamx,2021,2021-09-17,Club Tijuana @ Atl. San Luis,1X2,draw,,3.12,0.2497,0.3205,-9.95,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-17,Club Tijuana @ Atl. San Luis,1X2,tijuana,,3.69,0.2161,0.271,-9.12,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-18,Atlas @ Necaxa,1X2,necaxa,,3.04,0.2482,0.3289,-11.05,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-18,Atlas @ Necaxa,1X2,draw,,2.86,0.3443,0.3497,-0.69,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-18,Atlas @ Necaxa,1X2,atlas,,2.55,0.4075,0.3922,1.76,win,1.5499999999999998,0.34,market_avg,False
ligamx,2021,2021-09-18,Juarez @ Club Leon,1X2,leon,,1.4,0.6275,0.7143,-5.47,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-18,Juarez @ Club Leon,1X2,draw,,4.57,0.2204,0.2188,0.33,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-18,Juarez @ Club Leon,1X2,juarez,,7.56,0.1522,0.1323,6.78,win,6.56,0.34,market_avg,False
ligamx,2021,2021-09-19,Club America @ Toluca,1X2,toluca,,3.3,0.2327,0.303,-10.45,win,2.3,0.34,market_avg,False
ligamx,2021,2021-09-19,Club America @ Toluca,1X2,draw,,3.31,0.3018,0.3021,-0.04,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-19,Club America @ Toluca,1X2,america,,2.16,0.4655,0.463,0.25,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-19,Pachuca @ Guadalajara Chivas,1X2,guadalajara chivas,,2.87,0.3657,0.3484,2.22,win,1.87,0.34,market_avg,False
ligamx,2021,2021-09-19,Pachuca @ Guadalajara Chivas,1X2,draw,,2.91,0.302,0.3436,-5.45,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-19,Pachuca @ Guadalajara Chivas,1X2,pachuca,,2.67,0.3324,0.3745,-5.07,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-19,UNAM Pumas @ Mazatlan FC,1X2,mazatlan,,2.02,0.4549,0.495,-3.65,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-19,UNAM Pumas @ Mazatlan FC,1X2,draw,,3.13,0.2977,0.3195,-3.07,win,2.13,0.334,market_avg,False
ligamx,2021,2021-09-19,UNAM Pumas @ Mazatlan FC,1X2,unam pumas,,3.96,0.2474,0.2525,-0.91,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-20,Queretaro @ Cruz Azul,1X2,cruz azul,,1.57,0.4951,0.6369,-10.02,win,0.5700000000000001,0.34,market_avg,False
ligamx,2021,2021-09-20,Queretaro @ Cruz Azul,1X2,draw,,3.75,0.3153,0.2667,8.21,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-20,Queretaro @ Cruz Azul,1X2,queretaro,,6.18,0.1896,0.1618,7.73,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-20,Tigres UANL @ Monterrey,1X2,monterrey,,2.22,0.4008,0.4505,-4.96,win,1.2200000000000002,0.34,market_avg,False
ligamx,2021,2021-09-20,Tigres UANL @ Monterrey,1X2,draw,,3.09,0.275,0.3236,-6.76,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-20,Tigres UANL @ Monterrey,1X2,tigres uanl,,3.38,0.3242,0.2959,4.31,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-20,Puebla @ Santos Laguna,1X2,santos laguna,,1.58,0.5688,0.6329,-4.56,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-20,Puebla @ Santos Laguna,1X2,draw,,3.99,0.2772,0.2506,4.77,win,2.99,0.34,market_avg,True
ligamx,2021,2021-09-20,Puebla @ Santos Laguna,1X2,puebla,,5.44,0.1541,0.1838,-7.28,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-22,Atl. San Luis @ Juarez,1X2,juarez,,3.1,0.2807,0.3226,-5.84,win,2.1,0.34,market_avg,False
ligamx,2021,2021-09-22,Atl. San Luis @ Juarez,1X2,draw,,2.96,0.2641,0.3378,-9.82,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-22,Atl. San Luis @ Juarez,1X2,atl san luis,,2.45,0.4551,0.4082,5.18,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-23,Toluca @ Monterrey,1X2,monterrey,,1.48,0.4207,0.6757,-16.98,win,0.48,0.34,market_avg,False
ligamx,2021,2021-09-23,Toluca @ Monterrey,1X2,draw,,4.3,0.2741,0.2326,8.04,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-23,Toluca @ Monterrey,1X2,toluca,,6.25,0.3051,0.16,40.81,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-24,Necaxa @ Pachuca,1X2,pachuca,,1.72,0.5377,0.5814,-3.38,win,0.72,0.34,market_avg,False
ligamx,2021,2021-09-24,Necaxa @ Pachuca,1X2,draw,,3.43,0.2535,0.2915,-5.87,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-24,Necaxa @ Pachuca,1X2,necaxa,,5.13,0.2088,0.1949,3.2,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-25,Cruz Azul @ Puebla,1X2,puebla,,3.47,0.272,0.2882,-2.52,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-25,Cruz Azul @ Puebla,1X2,draw,,3.0,0.3109,0.3333,-3.03,win,2.0,0.34,market_avg,False
ligamx,2021,2021-09-25,Cruz Azul @ Puebla,1X2,cruz azul,,2.24,0.4171,0.4464,-2.96,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-25,Mazatlan FC @ Club Tijuana,1X2,tijuana,,1.65,0.4133,0.6061,-14.31,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-25,Mazatlan FC @ Club Tijuana,1X2,draw,,3.75,0.2595,0.2667,-1.21,win,2.75,0.334,market_avg,False
ligamx,2021,2021-09-25,Mazatlan FC @ Club Tijuana,1X2,mazatlan,,5.11,0.3272,0.1957,30.24,lose,-1.0,0.334,market_avg,True
ligamx,2021,2021-09-25,Club Leon @ Atlas,1X2,atlas,,2.29,0.5233,0.4367,8.92,win,1.29,0.34,market_avg,True
ligamx,2021,2021-09-25,Club Leon @ Atlas,1X2,draw,,3.18,0.3103,0.3145,-0.59,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-25,Club Leon @ Atlas,1X2,leon,,3.15,0.1664,0.3175,-21.41,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-26,UNAM Pumas @ Tigres UANL,1X2,tigres uanl,,1.41,0.6033,0.7092,-6.72,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-26,UNAM Pumas @ Tigres UANL,1X2,draw,,4.47,0.2426,0.2237,3.81,win,3.4699999999999998,0.34,market_avg,False
ligamx,2021,2021-09-26,UNAM Pumas @ Tigres UANL,1X2,unam pumas,,7.49,0.1541,0.1335,6.93,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-26,Guadalajara Chivas @ Club America,1X2,america,,1.64,0.5326,0.6098,-5.69,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-26,Guadalajara Chivas @ Club America,1X2,draw,,3.5,0.3035,0.2857,2.8,win,2.5,0.34,market_avg,False
ligamx,2021,2021-09-26,Guadalajara Chivas @ Club America,1X2,guadalajara chivas,,5.8,0.1639,0.1724,-2.21,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-26,Atl. San Luis @ Toluca,1X2,toluca,,2.18,0.4197,0.4587,-3.82,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-26,Atl. San Luis @ Toluca,1X2,draw,,3.35,0.2633,0.2985,-5.3,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-26,Atl. San Luis @ Toluca,1X2,atl san luis,,3.21,0.3169,0.3115,0.78,win,2.21,0.334,market_avg,False
ligamx,2021,2021-09-27,Monterrey @ Santos Laguna,1X2,santos laguna,,2.84,0.4161,0.3521,8.18,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-27,Monterrey @ Santos Laguna,1X2,draw,,3.09,0.3313,0.3236,1.07,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-27,Monterrey @ Santos Laguna,1X2,monterrey,,2.55,0.2526,0.3922,-16.01,win,1.5499999999999998,0.34,market_avg,False
ligamx,2021,2021-09-28,Club Tijuana @ Necaxa,1X2,necaxa,,1.9,0.4765,0.5263,-4.26,win,0.8999999999999999,0.34,market_avg,False
ligamx,2021,2021-09-28,Club Tijuana @ Necaxa,1X2,draw,,3.37,0.2828,0.2967,-2.11,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-28,Club Tijuana @ Necaxa,1X2,tijuana,,4.08,0.2406,0.2451,-0.83,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Juarez @ Mazatlan FC,1X2,mazatlan,,2.39,0.4602,0.4184,4.49,win,1.3900000000000001,0.334,market_avg,True
ligamx,2021,2021-09-29,Juarez @ Mazatlan FC,1X2,draw,,2.94,0.2768,0.3401,-8.38,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-29,Juarez @ Mazatlan FC,1X2,juarez,,3.22,0.2631,0.3106,-6.88,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-09-29,Puebla @ Atlas,1X2,atlas,,1.66,0.6378,0.6024,2.64,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Puebla @ Atlas,1X2,draw,,3.45,0.2689,0.2899,-3.25,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Puebla @ Atlas,1X2,puebla,,5.64,0.0933,0.1773,-21.31,win,4.64,0.34,market_avg,False
ligamx,2021,2021-09-29,Club America @ Pachuca,1X2,pachuca,,2.89,0.3151,0.346,-4.02,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Club America @ Pachuca,1X2,draw,,3.06,0.3422,0.3268,2.12,win,2.06,0.34,market_avg,False
ligamx,2021,2021-09-29,Club America @ Pachuca,1X2,america,,2.52,0.3428,0.3968,-6.13,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Tigres UANL @ Atl. San Luis,1X2,atl san luis,,2.4,0.4294,0.4167,1.37,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Tigres UANL @ Atl. San Luis,1X2,draw,,3.18,0.288,0.3145,-3.78,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-09-29,Tigres UANL @ Atl. San Luis,1X2,tigres uanl,,2.97,0.2826,0.3367,-7.23,win,1.9700000000000002,0.34,market_avg,False
ligamx,2021,2021-09-30,Guadalajara Chivas @ Queretaro,1X2,queretaro,,3.26,0.2619,0.3067,-6.58,win,2.26,0.34,market_avg,False
ligamx,2021,2021-09-30,Guadalajara Chivas @ Queretaro,1X2,draw,,3.06,0.387,0.3268,8.29,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-09-30,Guadalajara Chivas @ Queretaro,1X2,guadalajara chivas,,2.3,0.3511,0.4348,-8.66,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-02,Pachuca @ Puebla,1X2,puebla,,3.03,0.2782,0.33,-7.07,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-02,Pachuca @ Puebla,1X2,draw,,3.13,0.353,0.3195,4.71,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-02,Pachuca @ Puebla,1X2,pachuca,,2.39,0.3688,0.4184,-5.33,win,1.3900000000000001,0.34,market_avg,False
ligamx,2021,2021-10-02,Monterrey @ Juarez,1X2,juarez,,4.19,0.1926,0.2387,-8.69,win,3.1900000000000004,0.34,market_avg,False
ligamx,2021,2021-10-02,Monterrey @ Juarez,1X2,draw,,3.21,0.2781,0.3115,-4.83,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-02,Monterrey @ Juarez,1X2,monterrey,,1.93,0.5293,0.5181,0.97,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-02,Atl. San Luis @ Club Leon,1X2,leon,,1.66,0.5175,0.6024,-6.34,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-02,Atl. San Luis @ Club Leon,1X2,draw,,3.76,0.2648,0.266,-0.2,win,2.76,0.34,market_avg,False
ligamx,2021,2021-10-02,Atl. San Luis @ Club Leon,1X2,atl san luis,,5.02,0.2178,0.1992,4.2,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-03,Mazatlan FC @ Santos Laguna,1X2,santos laguna,,1.45,0.5318,0.6897,-10.3,win,0.44999999999999996,0.334,market_avg,False
ligamx,2021,2021-10-03,Mazatlan FC @ Santos Laguna,1X2,draw,,4.36,0.2609,0.2294,6.19,lose,-1.0,0.334,market_avg,True
ligamx,2021,2021-10-03,Mazatlan FC @ Santos Laguna,1X2,mazatlan,,6.81,0.2072,0.1468,18.51,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-03,Atlas @ Guadalajara Chivas,1X2,guadalajara chivas,,2.9,0.1508,0.3448,-25.32,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-03,Atlas @ Guadalajara Chivas,1X2,draw,,2.8,0.4299,0.3571,9.17,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-03,Atlas @ Guadalajara Chivas,1X2,atlas,,2.74,0.4193,0.365,6.69,win,1.7400000000000002,0.34,market_avg,True
ligamx,2021,2021-10-03,Queretaro @ Toluca,1X2,toluca,,1.76,0.5948,0.5682,2.11,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-03,Queretaro @ Toluca,1X2,draw,,3.61,0.2668,0.277,-1.66,win,2.61,0.34,market_avg,False
ligamx,2021,2021-10-03,Queretaro @ Toluca,1X2,queretaro,,4.52,0.1384,0.2212,-16.84,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-03,UNAM Pumas @ Club America,1X2,america,,1.57,0.5688,0.6369,-4.81,win,0.5700000000000001,0.34,market_avg,False
ligamx,2021,2021-10-03,UNAM Pumas @ Club America,1X2,draw,,3.69,0.3039,0.271,5.46,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-03,UNAM Pumas @ Club America,1X2,unam pumas,,6.38,0.1273,0.1567,-8.45,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-04,Necaxa @ Tigres UANL,1X2,tigres uanl,,1.9,0.6012,0.5263,6.4,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-04,Necaxa @ Tigres UANL,1X2,draw,,3.27,0.2318,0.3058,-10.89,win,2.27,0.34,market_avg,False
ligamx,2021,2021-10-04,Necaxa @ Tigres UANL,1X2,necaxa,,4.23,0.167,0.2364,-13.21,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-04,Cruz Azul @ Club Tijuana,1X2,tijuana,,2.8,0.2373,0.3571,-15.1,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-04,Cruz Azul @ Club Tijuana,1X2,draw,,3.05,0.2833,0.3279,-6.12,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-04,Cruz Azul @ Club Tijuana,1X2,cruz azul,,2.61,0.4794,0.3831,11.31,win,1.6099999999999999,0.34,market_avg,True
ligamx,2021,2021-10-09,Queretaro @ Juarez,1X2,juarez,,2.18,0.4403,0.4587,-1.81,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-09,Queretaro @ Juarez,1X2,draw,,2.96,0.3193,0.3378,-2.48,win,1.96,0.334,market_avg,False
ligamx,2021,2021-10-09,Queretaro @ Juarez,1X2,queretaro,,3.7,0.2405,0.2703,-4.96,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-15,Club Tijuana @ Queretaro,1X2,queretaro,,2.34,0.4376,0.4274,1.08,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-15,Club Tijuana @ Queretaro,1X2,draw,,3.12,0.341,0.3205,2.88,win,2.12,0.34,market_avg,False
ligamx,2021,2021-10-15,Club Tijuana @ Queretaro,1X2,tijuana,,3.13,0.2213,0.3195,-13.83,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-16,Puebla @ Necaxa,1X2,necaxa,,2.04,0.443,0.4902,-4.33,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-16,Puebla @ Necaxa,1X2,draw,,3.23,0.2991,0.3096,-1.53,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-16,Puebla @ Necaxa,1X2,puebla,,3.73,0.2579,0.2681,-1.72,win,2.73,0.34,market_avg,False
ligamx,2021,2021-10-16,Atlas @ Mazatlan FC,1X2,mazatlan,,3.85,0.2006,0.2597,-10.25,win,2.85,0.334,market_avg,False
ligamx,2021,2021-10-16,Atlas @ Mazatlan FC,1X2,draw,,3.03,0.3263,0.33,-0.51,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-16,Atlas @ Mazatlan FC,1X2,atlas,,2.08,0.4732,0.4808,-0.71,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-16,Club Leon @ Monterrey,1X2,monterrey,,1.89,0.5084,0.5291,-1.76,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-16,Club Leon @ Monterrey,1X2,draw,,3.52,0.268,0.2841,-2.55,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-16,Club Leon @ Monterrey,1X2,leon,,3.87,0.2236,0.2584,-6.06,win,2.87,0.34,market_avg,False
ligamx,2021,2021-10-17,Club America @ Atl. San Luis,1X2,atl san luis,,3.1,0.2692,0.3226,-7.45,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-17,Club America @ Atl. San Luis,1X2,draw,,3.09,0.308,0.3236,-2.17,lose,-1.0,0.334,market_avg,False
ligamx,2021,2021-10-17,Club America @ Atl. San Luis,1X2,america,,2.36,0.4228,0.4237,-0.1,win,1.3599999999999999,0.334,market_avg,False
ligamx,2021,2021-10-17,Santos Laguna @ Pachuca,1X2,pachuca,,1.96,0.3757,0.5102,-11.86,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-17,Santos Laguna @ Pachuca,1X2,draw,,3.3,0.3092,0.303,0.92,win,2.3,0.34,market_avg,False
ligamx,2021,2021-10-17,Santos Laguna @ Pachuca,1X2,santos laguna,,3.9,0.3151,0.2564,10.3,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-17,Tigres UANL @ Cruz Azul,1X2,cruz azul,,1.94,0.4164,0.5155,-8.65,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-17,Tigres UANL @ Cruz Azul,1X2,draw,,3.23,0.304,0.3096,-0.82,win,2.23,0.34,market_avg,False
ligamx,2021,2021-10-17,Tigres UANL @ Cruz Azul,1X2,tigres uanl,,4.1,0.2796,0.2439,6.59,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-17,Juarez @ UNAM Pumas,1X2,unam pumas,,2.08,0.3324,0.4808,-13.88,win,1.08,0.34,market_avg,False
ligamx,2021,2021-10-17,Juarez @ UNAM Pumas,1X2,draw,,3.15,0.325,0.3175,1.07,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-17,Juarez @ UNAM Pumas,1X2,juarez,,3.68,0.3426,0.2717,11.73,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-17,Toluca @ Guadalajara Chivas,1X2,guadalajara chivas,,2.14,0.3434,0.4673,-11.93,win,1.1400000000000001,0.34,market_avg,False
ligamx,2021,2021-10-17,Toluca @ Guadalajara Chivas,1X2,draw,,3.26,0.3153,0.3067,1.25,lose,-1.0,0.34,market_avg,False
ligamx,2021,2021-10-17,Toluca @ Guadalajara Chivas,1X2,toluca,,3.4,0.3413,0.2941,7.22,lose,-1.0,0.34,market_avg,True
ligamx,2021,2021-10-19,Monterrey @ Queretaro,1X2,queretaro,,4.02,0.2851,0.2488,6.57,win,3.0199999999999996,0.34,market_avg,True
ligamx,2021,2021-10-19,Monterrey @ Queretaro,1X2,draw,,3.28,0.3581,0.3049,7.85,lose,-1.0,0.34,market_avg,True
