comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source,passed_filter
ligamx,2021,2022-03-05,Atlas @ Queretaro,1X2,atlas,,2.74,0.3832,0.365,2.25,win,1.7400000000000002,0.34,market_avg,False
ligamx,2021,2022-03-06,Club America @ Monterrey,1X2,monterrey,,1.82,0.429,0.5495,-9.86,win,0.8200000000000001,0.34,market_avg,False
ligamx,2021,2022-03-06,Club America @ Monterrey,1X2,draw,,3.37,0.3352,0.2967,5.83,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-06,Club America @ Monterrey,1X2,america,,4.49,0.2358,0.2227,2.64,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-06,Puebla @ Cruz Azul,1X2,cruz azul,,2.2,0.3231,0.4545,-13.01,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-06,Puebla @ Cruz Azul,1X2,draw,,3.0,0.3294,0.3333,-0.53,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-06,Puebla @ Cruz Azul,1X2,puebla,,3.57,0.3474,0.2801,10.82,win,2.57,0.34,market_avg,True
ligamx,2021,2022-03-06,Santos Laguna @ Guadalajara Chivas,1X2,guadalajara chivas,,2.43,0.3381,0.4115,-8.03,win,1.4300000000000002,0.34,market_avg,False
ligamx,2021,2022-03-06,Santos Laguna @ Guadalajara Chivas,1X2,draw,,3.04,0.3321,0.3289,0.44,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-06,Santos Laguna @ Guadalajara Chivas,1X2,santos laguna,,3.06,0.3298,0.3268,0.41,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Queretaro @ Necaxa,1X2,necaxa,,2.29,0.396,0.4367,-4.19,win,1.29,0.34,market_avg,False
ligamx,2021,2022-03-12,Queretaro @ Necaxa,1X2,draw,,2.94,0.321,0.3401,-2.53,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Queretaro @ Necaxa,1X2,queretaro,,3.43,0.283,0.2915,-1.32,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Atlas @ Juarez,1X2,juarez,,3.78,0.1663,0.2646,-16.71,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Atlas @ Juarez,1X2,draw,,2.81,0.313,0.3559,-5.42,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Atlas @ Juarez,1X2,atlas,,2.23,0.5207,0.4484,7.25,win,1.23,0.34,market_avg,True
ligamx,2021,2022-03-12,Mazatlan FC @ Monterrey,1X2,monterrey,,1.45,0.5407,0.6897,-9.72,win,0.44999999999999996,0.334,market_avg,False
ligamx,2021,2022-03-12,Mazatlan FC @ Monterrey,1X2,draw,,4.13,0.2664,0.2421,4.5,lose,-1.0,0.334,market_avg,True
ligamx,2021,2022-03-12,Mazatlan FC @ Monterrey,1X2,mazatlan,,7.35,0.1929,0.1361,18.8,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-03-12,Tigres UANL @ Club Leon,1X2,leon,,2.63,0.3523,0.3802,-3.3,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Tigres UANL @ Club Leon,1X2,draw,,3.23,0.2904,0.3096,-2.79,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-12,Tigres UANL @ Club Leon,1X2,tigres uanl,,2.64,0.3572,0.3788,-2.56,win,1.6400000000000001,0.34,market_avg,False
ligamx,2021,2022-03-13,UNAM Pumas @ Cruz Azul,1X2,cruz azul,,2.18,0.4037,0.4587,-5.4,win,1.1800000000000002,0.34,market_avg,False
ligamx,2021,2022-03-13,UNAM Pumas @ Cruz Azul,1X2,draw,,3.2,0.2786,0.3125,-4.88,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-13,UNAM Pumas @ Cruz Azul,1X2,unam pumas,,3.38,0.3177,0.2959,3.32,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-13,Club America @ Guadalajara Chivas,1X2,guadalajara chivas,,2.58,0.354,0.3876,-3.9,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-13,Club America @ Guadalajara Chivas,1X2,draw,,2.95,0.3144,0.339,-3.27,win,1.9500000000000002,0.34,market_avg,False
ligamx,2021,2022-03-13,Club America @ Guadalajara Chivas,1X2,america,,2.95,0.3316,0.339,-0.98,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-13,Pachuca @ Toluca,1X2,toluca,,3.81,0.3096,0.2625,8.08,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-13,Pachuca @ Toluca,1X2,draw,,3.58,0.2575,0.2793,-3.51,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-13,Pachuca @ Toluca,1X2,pachuca,,1.91,0.4329,0.5236,-7.79,win,0.9099999999999999,0.34,market_avg,False
ligamx,2021,2022-03-13,Puebla @ Atl. San Luis,1X2,atl san luis,,2.67,0.2533,0.3745,-14.57,win,1.67,0.34,market_avg,False
ligamx,2021,2022-03-13,Puebla @ Atl. San Luis,1X2,draw,,3.05,0.2869,0.3279,-5.62,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-13,Puebla @ Atl. San Luis,1X2,puebla,,2.75,0.4598,0.3636,11.91,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-14,Club Tijuana @ Santos Laguna,1X2,santos laguna,,2.13,0.5172,0.4695,4.57,win,1.13,0.34,market_avg,True
ligamx,2021,2022-03-14,Club Tijuana @ Santos Laguna,1X2,draw,,3.21,0.2598,0.3115,-7.47,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-14,Club Tijuana @ Santos Laguna,1X2,tijuana,,3.49,0.223,0.2865,-9.98,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-16,Juarez @ Monterrey,1X2,monterrey,,1.41,0.5586,0.7092,-9.56,win,0.4099999999999999,0.34,market_avg,False
ligamx,2021,2022-03-16,Juarez @ Monterrey,1X2,draw,,4.26,0.2753,0.2347,7.78,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-16,Juarez @ Monterrey,1X2,juarez,,8.09,0.1661,0.1236,15.47,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-18,Atl. San Luis @ Queretaro,1X2,queretaro,,2.83,0.3084,0.3534,-5.72,win,1.83,0.34,market_avg,False
ligamx,2021,2022-03-18,Atl. San Luis @ Queretaro,1X2,draw,,2.91,0.3201,0.3436,-3.08,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-18,Atl. San Luis @ Queretaro,1X2,atl san luis,,2.69,0.3715,0.3717,-0.03,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-19,Santos Laguna @ Puebla,1X2,puebla,,2.23,0.4045,0.4484,-4.41,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-19,Santos Laguna @ Puebla,1X2,draw,,3.12,0.2852,0.3205,-4.96,win,2.12,0.34,market_avg,False
ligamx,2021,2022-03-19,Santos Laguna @ Puebla,1X2,santos laguna,,3.35,0.3103,0.2985,1.78,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-19,Necaxa @ UNAM Pumas,1X2,unam pumas,,2.13,0.4699,0.4695,0.04,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-19,Necaxa @ UNAM Pumas,1X2,draw,,3.22,0.2846,0.3106,-3.77,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-19,Necaxa @ UNAM Pumas,1X2,necaxa,,3.47,0.2456,0.2882,-6.65,win,2.47,0.34,market_avg,False
ligamx,2021,2022-03-20,Monterrey @ Tigres UANL,1X2,tigres uanl,,2.24,0.4064,0.4464,-4.03,win,1.2400000000000002,0.34,market_avg,False
ligamx,2021,2022-03-20,Monterrey @ Tigres UANL,1X2,draw,,3.17,0.2878,0.3155,-3.95,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-20,Monterrey @ Tigres UANL,1X2,monterrey,,3.29,0.3058,0.304,0.27,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-20,Cruz Azul @ Pachuca,1X2,pachuca,,1.93,0.4437,0.5181,-6.46,win,0.9299999999999999,0.34,market_avg,False
ligamx,2021,2022-03-20,Cruz Azul @ Pachuca,1X2,draw,,3.25,0.2618,0.3077,-6.72,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-20,Cruz Azul @ Pachuca,1X2,cruz azul,,4.16,0.2946,0.2404,10.14,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-20,Toluca @ Club America,1X2,america,,1.55,0.4657,0.6452,-12.52,win,0.55,0.34,market_avg,False
ligamx,2021,2022-03-20,Toluca @ Club America,1X2,draw,,3.96,0.2783,0.2525,4.59,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-20,Toluca @ Club America,1X2,toluca,,5.89,0.256,0.1698,22.85,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-21,Guadalajara Chivas @ Atlas,1X2,atlas,,2.33,0.4654,0.4292,3.8,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-21,Guadalajara Chivas @ Atlas,1X2,draw,,2.74,0.3351,0.365,-3.68,win,1.7400000000000002,0.34,market_avg,False
ligamx,2021,2022-03-21,Guadalajara Chivas @ Atlas,1X2,guadalajara chivas,,3.68,0.1994,0.2717,-11.97,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-03-21,Club Leon @ Mazatlan FC,1X2,mazatlan,,3.24,0.2649,0.3086,-6.37,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-03-21,Club Leon @ Mazatlan FC,1X2,draw,,3.21,0.2866,0.3115,-3.6,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-03-21,Club Leon @ Mazatlan FC,1X2,leon,,2.23,0.4485,0.4484,0.0,win,1.23,0.334,market_avg,False
ligamx,2021,2022-03-21,Juarez @ Club Tijuana,1X2,tijuana,,1.58,0.4015,0.6329,-16.45,win,0.5800000000000001,0.34,market_avg,False
ligamx,2021,2022-03-21,Juarez @ Club Tijuana,1X2,draw,,3.67,0.2965,0.2725,3.96,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-21,Juarez @ Club Tijuana,1X2,juarez,,6.13,0.302,0.1631,38.3,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-03-26,Mazatlan FC @ UNAM Pumas,1X2,unam pumas,,1.51,0.4948,0.6623,-11.38,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-03-26,Mazatlan FC @ UNAM Pumas,1X2,draw,,4.04,0.261,0.2475,2.45,win,3.04,0.334,market_avg,False
ligamx,2021,2022-03-26,Mazatlan FC @ UNAM Pumas,1X2,mazatlan,,6.27,0.2442,0.1595,23.89,lose,-1.0,0.334,market_avg,True
ligamx,2021,2022-04-02,Mazatlan FC @ Atl. San Luis,1X2,atl san luis,,1.77,0.4314,0.565,-10.64,win,0.77,0.334,market_avg,False
ligamx,2021,2022-04-02,Mazatlan FC @ Atl. San Luis,1X2,draw,,3.43,0.271,0.2915,-3.17,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-04-02,Mazatlan FC @ Atl. San Luis,1X2,mazatlan,,4.77,0.2976,0.2096,18.88,lose,-1.0,0.334,market_avg,True
ligamx,2021,2022-04-03,Atlas @ Cruz Azul,1X2,cruz azul,,2.35,0.2755,0.4255,-15.87,win,1.35,0.34,market_avg,False
ligamx,2021,2022-04-03,Atlas @ Cruz Azul,1X2,draw,,2.89,0.3218,0.346,-3.15,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Atlas @ Cruz Azul,1X2,atlas,,3.37,0.4027,0.2967,16.07,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-03,Club America @ Necaxa,1X2,necaxa,,3.01,0.2851,0.3322,-6.38,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Club America @ Necaxa,1X2,draw,,2.96,0.3045,0.3378,-4.44,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Club America @ Necaxa,1X2,america,,2.53,0.4103,0.3953,1.71,win,1.5299999999999998,0.34,market_avg,False
ligamx,2021,2022-04-03,UNAM Pumas @ Juarez,1X2,juarez,,2.92,0.2576,0.3425,-11.15,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,UNAM Pumas @ Juarez,1X2,draw,,2.99,0.2928,0.3344,-5.6,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,UNAM Pumas @ Juarez,1X2,unam pumas,,2.57,0.4496,0.3891,6.99,win,1.5699999999999998,0.34,market_avg,True
ligamx,2021,2022-04-03,Puebla @ Toluca,1X2,toluca,,3.28,0.2775,0.3049,-4.04,win,2.28,0.34,market_avg,False
ligamx,2021,2022-04-03,Puebla @ Toluca,1X2,draw,,3.28,0.2688,0.3049,-5.33,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Puebla @ Toluca,1X2,puebla,,2.18,0.4538,0.4587,-0.49,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Queretaro @ Club Leon,1X2,leon,,1.93,0.5119,0.5181,-0.54,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-03,Queretaro @ Club Leon,1X2,draw,,3.25,0.3042,0.3077,-0.5,win,2.25,0.34,market_avg,False
ligamx,2021,2022-04-03,Queretaro @ Club Leon,1X2,queretaro,,4.14,0.1838,0.2415,-10.75,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-04,Pachuca @ Santos Laguna,1X2,santos laguna,,2.59,0.3676,0.3861,-2.16,win,1.5899999999999999,0.34,market_avg,False
ligamx,2021,2022-04-04,Pachuca @ Santos Laguna,1X2,draw,,3.28,0.2686,0.3049,-5.36,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-04,Pachuca @ Santos Laguna,1X2,pachuca,,2.65,0.3638,0.3774,-1.61,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-04,Club Tijuana @ Tigres UANL,1X2,tigres uanl,,1.55,0.6705,0.6452,1.77,win,0.55,0.34,market_avg,False
ligamx,2021,2022-04-04,Club Tijuana @ Tigres UANL,1X2,draw,,4.08,0.2016,0.2451,-7.99,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-04,Club Tijuana @ Tigres UANL,1X2,tijuana,,5.62,0.1279,0.1779,-12.66,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-07,Monterrey @ Toluca,1X2,toluca,,3.67,0.2644,0.2725,-1.33,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-07,Monterrey @ Toluca,1X2,draw,,3.52,0.2783,0.2841,-0.91,win,2.52,0.34,market_avg,False
ligamx,2021,2022-04-07,Monterrey @ Toluca,1X2,monterrey,,1.97,0.4573,0.5076,-4.46,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-07,Atl. San Luis @ Club Tijuana,1X2,tijuana,,1.89,0.2897,0.5291,-20.36,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-07,Atl. San Luis @ Club Tijuana,1X2,draw,,3.34,0.2962,0.2994,-0.49,win,2.34,0.34,market_avg,False
ligamx,2021,2022-04-07,Atl. San Luis @ Club Tijuana,1X2,atl san luis,,4.14,0.4141,0.2415,32.15,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-08,Necaxa @ Atlas,1X2,atlas,,1.99,0.5362,0.5025,3.02,win,0.99,0.34,market_avg,True
ligamx,2021,2022-04-08,Necaxa @ Atlas,1X2,draw,,2.98,0.3002,0.3356,-4.75,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-08,Necaxa @ Atlas,1X2,necaxa,,4.4,0.1636,0.2273,-12.61,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-08,Tigres UANL @ Pachuca,1X2,pachuca,,1.94,0.3294,0.5155,-16.24,win,0.94,0.34,market_avg,False
ligamx,2021,2022-04-08,Tigres UANL @ Pachuca,1X2,draw,,3.55,0.2629,0.2817,-2.99,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-08,Tigres UANL @ Pachuca,1X2,tigres uanl,,3.71,0.4076,0.2695,23.05,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-09,UNAM Pumas @ Puebla,1X2,puebla,,1.8,0.4421,0.5556,-9.19,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-09,UNAM Pumas @ Puebla,1X2,draw,,3.65,0.2866,0.274,2.07,win,2.65,0.34,market_avg,False
ligamx,2021,2022-04-09,UNAM Pumas @ Puebla,1X2,unam pumas,,4.2,0.2713,0.2381,6.28,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-09,Cruz Azul @ Mazatlan FC,1X2,mazatlan,,2.37,0.2753,0.4219,-15.64,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-04-09,Cruz Azul @ Mazatlan FC,1X2,draw,,3.01,0.2671,0.3322,-8.82,win,2.01,0.334,market_avg,False
ligamx,2021,2022-04-09,Cruz Azul @ Mazatlan FC,1X2,cruz azul,,3.2,0.4576,0.3125,20.9,lose,-1.0,0.334,market_avg,True
ligamx,2021,2022-04-09,Club Leon @ Atl. San Luis,1X2,atl san luis,,2.97,0.2128,0.3367,-16.56,win,1.9700000000000002,0.34,market_avg,False
ligamx,2021,2022-04-09,Club Leon @ Atl. San Luis,1X2,draw,,3.07,0.3146,0.3257,-1.54,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-09,Club Leon @ Atl. San Luis,1X2,leon,,2.45,0.4726,0.4082,7.11,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-10,Guadalajara Chivas @ Toluca,1X2,toluca,,3.31,0.2591,0.3021,-6.41,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-10,Guadalajara Chivas @ Toluca,1X2,draw,,3.17,0.2992,0.3155,-2.32,win,2.17,0.34,market_avg,False
ligamx,2021,2022-04-10,Guadalajara Chivas @ Toluca,1X2,guadalajara chivas,,2.22,0.4418,0.4505,-0.87,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-10,Santos Laguna @ Monterrey,1X2,monterrey,,1.77,0.3871,0.565,-14.16,win,0.77,0.34,market_avg,False
ligamx,2021,2022-04-10,Santos Laguna @ Monterrey,1X2,draw,,3.61,0.2949,0.277,2.91,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-10,Santos Laguna @ Monterrey,1X2,santos laguna,,4.43,0.318,0.2257,18.38,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-10,Juarez @ Club America,1X2,america,,1.31,0.5718,0.7634,-11.29,win,0.31000000000000005,0.34,market_avg,False
ligamx,2021,2022-04-10,Juarez @ Club America,1X2,draw,,4.86,0.2749,0.2058,15.12,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-10,Juarez @ Club America,1X2,juarez,,10.08,0.1533,0.0992,24.54,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-11,Tigres UANL @ Queretaro,1X2,queretaro,,3.77,0.2304,0.2653,-5.91,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-11,Tigres UANL @ Queretaro,1X2,draw,,3.23,0.3054,0.3096,-0.61,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-11,Tigres UANL @ Queretaro,1X2,tigres uanl,,2.02,0.4642,0.495,-2.81,win,1.02,0.34,market_avg,False
ligamx,2021,2022-04-12,Club Tijuana @ Pachuca,1X2,pachuca,,1.39,0.6149,0.7194,-6.54,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-12,Club Tijuana @ Pachuca,1X2,draw,,4.81,0.2277,0.2079,4.29,win,3.8099999999999996,0.34,market_avg,False
ligamx,2021,2022-04-12,Club Tijuana @ Pachuca,1X2,tijuana,,7.19,0.1574,0.1391,5.93,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-14,Monterrey @ Guadalajara Chivas,1X2,guadalajara chivas,,2.38,0.3457,0.4202,-7.98,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-14,Monterrey @ Guadalajara Chivas,1X2,draw,,2.96,0.3397,0.3378,0.25,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-14,Monterrey @ Guadalajara Chivas,1X2,monterrey,,3.21,0.3146,0.3115,0.45,win,2.21,0.34,market_avg,False
ligamx,2021,2022-04-15,Mazatlan FC @ Atlas,1X2,atlas,,1.58,0.5894,0.6329,-3.09,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-04-15,Mazatlan FC @ Atlas,1X2,draw,,3.53,0.2671,0.2833,-2.57,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-04-15,Mazatlan FC @ Atlas,1X2,mazatlan,,6.58,0.1434,0.152,-2.53,win,5.58,0.334,market_avg,False
ligamx,2021,2022-04-16,Atl. San Luis @ Necaxa,1X2,necaxa,,2.35,0.3649,0.4255,-6.42,win,1.35,0.34,market_avg,False
ligamx,2021,2022-04-16,Atl. San Luis @ Necaxa,1X2,draw,,3.02,0.2937,0.3311,-5.08,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Atl. San Luis @ Necaxa,1X2,atl san luis,,3.22,0.3414,0.3106,4.47,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-16,Pachuca @ Juarez,1X2,juarez,,4.04,0.1882,0.2475,-10.79,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Pachuca @ Juarez,1X2,draw,,3.39,0.2639,0.295,-4.74,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Pachuca @ Juarez,1X2,pachuca,,1.92,0.5479,0.5208,2.34,win,0.9199999999999999,0.34,market_avg,False
ligamx,2021,2022-04-16,Club America @ Club Tijuana,1X2,tijuana,,3.26,0.2121,0.3067,-13.89,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Club America @ Club Tijuana,1X2,draw,,3.18,0.2929,0.3145,-3.08,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Club America @ Club Tijuana,1X2,america,,2.24,0.495,0.4464,4.89,win,1.2400000000000002,0.34,market_avg,True
ligamx,2021,2022-04-16,Puebla @ Club Leon,1X2,leon,,2.08,0.3764,0.4808,-9.77,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Puebla @ Club Leon,1X2,draw,,3.34,0.3045,0.2994,0.77,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-16,Puebla @ Club Leon,1X2,puebla,,3.49,0.319,0.2865,5.11,win,2.49,0.34,market_avg,True
ligamx,2021,2022-04-17,Queretaro @ Santos Laguna,1X2,santos laguna,,1.91,0.5444,0.5236,1.79,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-17,Queretaro @ Santos Laguna,1X2,draw,,3.42,0.2734,0.2924,-2.92,win,2.42,0.34,market_avg,False
ligamx,2021,2022-04-17,Queretaro @ Santos Laguna,1X2,queretaro,,4.02,0.1822,0.2488,-12.04,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-17,Toluca @ Tigres UANL,1X2,tigres uanl,,1.26,0.6322,0.7937,-9.15,win,0.26,0.34,market_avg,False
ligamx,2021,2022-04-17,Toluca @ Tigres UANL,1X2,draw,,5.67,0.208,0.1764,8.07,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-17,Toluca @ Tigres UANL,1X2,toluca,,10.13,0.1598,0.0987,27.84,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-17,Guadalajara Chivas @ Cruz Azul,1X2,cruz azul,,2.33,0.4971,0.4292,7.12,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-17,Guadalajara Chivas @ Cruz Azul,1X2,draw,,2.99,0.3006,0.3344,-4.55,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-17,Guadalajara Chivas @ Cruz Azul,1X2,guadalajara chivas,,3.33,0.2023,0.3003,-14.69,win,2.33,0.34,market_avg,False
ligamx,2021,2022-04-17,Monterrey @ UNAM Pumas,1X2,unam pumas,,2.67,0.3571,0.3745,-2.09,win,1.67,0.34,market_avg,False
ligamx,2021,2022-04-17,Monterrey @ UNAM Pumas,1X2,draw,,3.15,0.3247,0.3175,1.02,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-17,Monterrey @ UNAM Pumas,1X2,monterrey,,2.67,0.3182,0.3745,-6.76,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-20,Tigres UANL @ Necaxa,1X2,necaxa,,2.79,0.2345,0.3584,-15.55,win,1.79,0.34,market_avg,False
ligamx,2021,2022-04-20,Tigres UANL @ Necaxa,1X2,draw,,3.19,0.263,0.3135,-7.24,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-20,Tigres UANL @ Necaxa,1X2,tigres uanl,,2.5,0.5024,0.4,11.52,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-20,Puebla @ Pachuca,1X2,pachuca,,1.63,0.422,0.6135,-14.05,win,0.6299999999999999,0.34,market_avg,False
ligamx,2021,2022-04-20,Puebla @ Pachuca,1X2,draw,,3.9,0.2801,0.2564,4.16,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-20,Puebla @ Pachuca,1X2,puebla,,5.01,0.2979,0.1996,22.16,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-20,Club Tijuana @ Guadalajara Chivas,1X2,guadalajara chivas,,1.85,0.4382,0.5405,-8.52,win,0.8500000000000001,0.34,market_avg,False
ligamx,2021,2022-04-20,Club Tijuana @ Guadalajara Chivas,1X2,draw,,3.53,0.3195,0.2833,5.76,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-20,Club Tijuana @ Guadalajara Chivas,1X2,tijuana,,4.15,0.2422,0.241,0.24,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-20,Santos Laguna @ Mazatlan FC,1X2,mazatlan,,2.75,0.2957,0.3636,-8.41,win,1.75,0.334,market_avg,False
ligamx,2021,2022-04-20,Santos Laguna @ Mazatlan FC,1X2,draw,,3.15,0.272,0.3175,-6.44,lose,-1.0,0.334,market_avg,False
ligamx,2021,2022-04-20,Santos Laguna @ Mazatlan FC,1X2,santos laguna,,2.59,0.4323,0.3861,5.38,lose,-1.0,0.334,market_avg,True
ligamx,2021,2022-04-20,Juarez @ Toluca,1X2,toluca,,1.92,0.4751,0.5208,-3.95,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-20,Juarez @ Toluca,1X2,draw,,3.32,0.2785,0.3012,-3.39,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-20,Juarez @ Toluca,1X2,juarez,,4.11,0.2464,0.2433,0.57,win,3.1100000000000003,0.34,market_avg,False
ligamx,2021,2022-04-21,UNAM Pumas @ Atl. San Luis,1X2,atl san luis,,1.87,0.3427,0.5348,-16.16,win,0.8700000000000001,0.34,market_avg,False
ligamx,2021,2022-04-21,UNAM Pumas @ Atl. San Luis,1X2,draw,,3.43,0.2827,0.2915,-1.37,lose,-1.0,0.34,market_avg,False
ligamx,2021,2022-04-21,UNAM Pumas @ Atl. San Luis,1X2,unam pumas,,4.13,0.3747,0.2421,24.63,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-21,Club Leon @ Club America,1X2,america,,1.7,0.4341,0.5882,-11.79,win,0.7,0.34,market_avg,False
ligamx,2021,2022-04-21,Club Leon @ Club America,1X2,draw,,3.74,0.314,0.2674,7.85,lose,-1.0,0.34,market_avg,True
ligamx,2021,2022-04-21,Club Leon @ Club America,1X2,leon,,4.76,0.2519,0.2101,8.95,lose,-1.0,0.34,market_avg,True
