season,week,game_id,matchup,market,selection,line,price,model_prob,ev,stake_pct,result,profit,confidence
2017,6,2017_06_GB_MIN,GB @ MIN,SPREAD,GB,-3.0,2.02,0.528895,6.84,1,lose,-1,0.83
2017,6,2017_06_LA_JAX,LA @ JAX,SPREAD,JAX,-1.0,1.9259,0.539549,3.91,1,lose,-1,0.95
2017,6,2017_06_LA_JAX,LA @ JAX,TOTAL,over,42.0,1.9091,0.539513,3.0,1,win,0.9091,0.95
2017,6,2017_06_LAC_OAK,LAC @ OAK,SPREAD,LAC,3.0,1.9615,0.537754,5.48,1,win,0.9615,0.6162
2017,7,2017_07_KC_OAK,KC @ OAK,SPREAD,OAK,3.0,1.9615,0.532434,4.44,1,win,0.9615,0.6162
2017,7,2017_07_TB_BUF,TB @ BUF,TOTAL,under,46.5,1.9259,0.54884,5.7,1,lose,-1,0.95
2017,7,2017_07_NO_GB,NO @ GB,SPREAD,NO,-3.5,1.885,0.558385,5.26,1,win,0.885,0.83
2017,7,2017_07_ARI_LA,ARI @ LA,SPREAD,LA,-3.0,1.8547,0.554032,2.76,1,win,0.8547,0.95
2017,7,2017_07_NYJ_MIA,NYJ @ MIA,SPREAD,NYJ,3.0,1.9615,0.544714,6.85,1,null,0.0,0.8715
2017,7,2017_07_NYJ_MIA,NYJ @ MIA,TOTAL,under,40.0,1.9804,0.54116,7.17,1,lose,-1,0.8715
2017,7,2017_07_WAS_PHI,WAS @ PHI,TOTAL,under,48.5,2.0,0.532442,6.49,1,lose,-1,0.95
2017,8,2017_08_CHI_NO,CHI @ NO,SPREAD,NO,-7.5,1.9434,0.530966,3.19,1,win,0.9434,0.95
2017,8,2017_08_CAR_TB,CAR @ TB,SPREAD,TB,-1.5,1.9091,0.542294,3.53,1,lose,-1,0.95
2017,8,2017_08_DEN_KC,DEN @ KC,TOTAL,over,42.0,1.885,0.55452,4.53,1,win,0.885,0.95
2017,9,2017_09_BUF_NYJ,BUF @ NYJ,TOTAL,under,42.0,1.9259,0.54884,5.7,1,lose,-1,0.95
2017,9,2017_09_IND_HOU,IND @ HOU,SPREAD,HOU,-6.0,1.9091,0.541534,3.38,1,lose,-1,0.95
2017,9,2017_09_IND_HOU,IND @ HOU,TOTAL,under,45.0,1.9709,0.54245,6.91,1,win,0.9709000000000001,0.95
2017,9,2017_09_CIN_JAX,CIN @ JAX,TOTAL,over,38.0,1.9709,0.54245,6.91,1,lose,-1,0.95
2017,9,2017_09_LA_NYG,LA @ NYG,TOTAL,under,42.5,1.9804,0.53468,5.89,1,lose,-1,0.95
2017,9,2017_09_BAL_TEN,BAL @ TEN,SPREAD,TEN,-3.0,1.8475,0.558204,3.13,1,null,0.0,0.95
2017,9,2017_09_OAK_MIA,OAK @ MIA,SPREAD,MIA,3.0,2.0,0.534826,6.97,1,null,0.0,0.6162
2017,10,2017_10_GB_CHI,GB @ CHI,TOTAL,over,37.5,1.9434,0.546289,6.17,1,win,0.9434,0.95
2017,10,2017_10_LAC_JAX,LAC @ JAX,SPREAD,JAX,-5.0,1.9259,0.534469,2.93,1,lose,-1,0.95
2017,10,2017_10_LAC_JAX,LAC @ JAX,TOTAL,over,40.5,2.0,0.538607,7.72,1,lose,-1,0.95
2017,10,2017_10_CIN_TEN,CIN @ TEN,TOTAL,under,40.5,1.9009,0.552684,5.06,1,lose,-1,0.95
2017,10,2017_10_MIA_CAR,MIA @ CAR,SPREAD,MIA,8.0,1.9091,0.535694,2.27,1,lose,-1,0.95
2017,11,2017_11_TEN_PIT,TEN @ PIT,SPREAD,TEN,7.0,1.885,0.551865,4.03,1,lose,-1,0.95
2017,11,2017_11_DET_CHI,DET @ CHI,SPREAD,CHI,3.0,1.9346,0.528462,2.24,1,null,0.0,0.95
2017,11,2017_11_JAX_CLE,JAX @ CLE,TOTAL,under,37.0,1.9804,0.535535,6.06,1,win,0.9803999999999999,0.95
2017,11,2017_11_BAL_GB,BAL @ GB,TOTAL,under,38.5,1.9709,0.5303,4.52,1,win,0.9709000000000001,0.95
2017,11,2017_11_BUF_LAC,BUF @ LAC,SPREAD,BUF,7.0,1.9174,0.541446,3.82,1,lose,-1,0.95
2017,11,2017_11_ATL_SEA,ATL @ SEA,TOTAL,under,46.0,1.9259,0.54884,5.7,1,lose,-1,0.95
2017,12,2017_12_MIN_DET,MIN @ DET,TOTAL,under,46.0,1.9709,0.54245,6.91,1,lose,-1,0.95
2017,12,2017_12_CLE_CIN,CLE @ CIN,SPREAD,CLE,7.5,1.885,0.557945,5.17,1,lose,-1,0.95
2017,12,2017_12_JAX_ARI,JAX @ ARI,SPREAD,JAX,-6.5,2.0,0.534866,6.97,1,lose,-1,0.95
2017,12,2017_12_DEN_OAK,DEN @ OAK,TOTAL,under,41.0,1.9434,0.534814,3.94,1,win,0.9434,0.6162
2017,12,2017_12_HOU_BAL,HOU @ BAL,TOTAL,under,39.5,1.9804,0.54116,7.17,1,win,0.9803999999999999,0.95
2017,13,2017_13_MIN_ATL,MIN @ ATL,SPREAD,MIN,2.0,1.9091,0.538894,2.88,1,win,0.9091,0.95
2017,13,2017_13_TB_GB,TB @ GB,SPREAD,GB,-3.0,1.8696,0.561082,4.9,1,win,0.8695999999999999,0.95
2017,13,2017_13_IND_JAX,IND @ JAX,SPREAD,IND,10.0,1.8772,0.545853,2.47,1,lose,-1,0.95
2017,13,2017_13_NYG_OAK,NYG @ OAK,TOTAL,under,43.0,2.0,0.535007,7.0,1,win,1.0,0.6162
2017,13,2017_13_PHI_SEA,PHI @ SEA,TOTAL,under,46.5,1.9615,0.531156,4.19,1,win,0.9615,0.95
2017,13,2017_13_PIT_CIN,PIT @ CIN,SPREAD,CIN,4.5,1.9259,0.542669,4.51,1,win,0.9259,0.95
2017,14,2017_14_NO_ATL,NO @ ATL,SPREAD,NO,2.5,1.9524,0.54352,6.12,1,lose,-1,0.95
2017,14,2017_14_GB_CLE,GB @ CLE,TOTAL,under,38.5,1.9091,0.551393,5.27,1,lose,-1,0.87
2017,14,2017_14_DAL_NYG,DAL @ NYG,SPREAD,NYG,4.0,1.9174,0.538166,3.19,1,lose,-1,0.95
2017,14,2017_14_DAL_NYG,DAL @ NYG,TOTAL,under,42.0,1.9346,0.54755,5.93,1,win,0.9346000000000001,0.95
2017,14,2017_14_WAS_LAC,WAS @ LAC,SPREAD,LAC,-6.0,1.9259,0.534469,2.93,1,win,0.9259,0.95
2017,14,2017_14_WAS_LAC,WAS @ LAC,TOTAL,under,46.5,1.9615,0.543711,6.65,1,win,0.9615,0.95
2017,14,2017_14_PHI_LA,PHI @ LA,TOTAL,over,47.5,1.9615,0.535386,5.02,1,win,0.9615,0.95
2017,14,2017_14_BAL_PIT,BAL @ PIT,SPREAD,BAL,6.0,1.9091,0.543774,3.81,1,win,0.9091,0.95
2017,14,2017_14_BAL_PIT,BAL @ PIT,TOTAL,under,43.0,1.9524,0.54455,6.32,1,lose,-1,0.95
2017,15,2017_15_ARI_WAS,ARI @ WAS,SPREAD,WAS,-4.0,1.9091,0.544454,3.94,1,win,0.9091,0.95
2017,15,2017_15_LA_SEA,LA @ SEA,SPREAD,SEA,1.0,1.9091,0.554974,5.95,1,lose,-1,0.95
2017,15,2017_15_DAL_OAK,DAL @ OAK,SPREAD,OAK,3.0,1.8696,0.561082,4.9,1,null,0.0,0.6162
2017,16,2017_16_IND_BAL,IND @ BAL,SPREAD,IND,13.5,1.9259,0.543829,4.74,1,win,0.9259,0.95
2017,16,2017_16_CLE_CHI,CLE @ CHI,SPREAD,CLE,5.5,1.9615,0.529554,3.87,1,lose,-1,0.95
2017,16,2017_16_DET_CIN,DET @ CIN,SPREAD,CIN,3.0,1.9434,0.526166,2.26,1,win,0.9434,0.95
2017,16,2017_16_ATL_NO,ATL @ NO,SPREAD,ATL,5.5,1.9804,0.537691,6.48,1,lose,-1,0.95
2017,16,2017_16_ATL_NO,ATL @ NO,TOTAL,under,52.0,1.9709,0.54245,6.91,1,win,0.9709000000000001,0.95
2017,16,2017_16_LAC_NYJ,LAC @ NYJ,TOTAL,under,42.5,1.9709,0.54245,6.91,1,win,0.9709000000000001,0.95
2017,16,2017_16_LA_TEN,LA @ TEN,SPREAD,TEN,5.5,1.9524,0.52968,3.41,1,win,0.9523999999999999,0.95
2017,16,2017_16_LA_TEN,LA @ TEN,TOTAL,under,46.0,1.9524,0.531455,3.76,1,lose,-1,0.95
2017,16,2017_16_DEN_WAS,DEN @ WAS,SPREAD,DEN,3.0,2.0,0.527786,5.56,1,lose,-1,0.95
2017,16,2017_16_JAX_SF,JAX @ SF,TOTAL,under,43.0,1.9615,0.535386,5.02,1,lose,-1,0.95
2017,16,2017_16_SEA_DAL,SEA @ DAL,SPREAD,SEA,4.5,1.9524,0.54452,6.31,1,win,0.9523999999999999,0.95
2017,16,2017_16_SEA_DAL,SEA @ DAL,TOTAL,under,47.0,1.8547,0.55944,3.76,1,win,0.8547,0.95
2017,16,2017_16_PIT_HOU,PIT @ HOU,TOTAL,under,45.5,1.9615,0.530076,3.97,1,win,0.9615,0.95
2017,16,2017_16_OAK_PHI,OAK @ PHI,TOTAL,under,46.0,1.9709,0.54245,6.91,1,win,0.9709000000000001,0.6162
2017,17,2017_17_NYJ_NE,NYJ @ NE,TOTAL,under,43.5,1.8547,0.55944,3.76,1,win,0.8547,0.95
2017,17,2017_17_CIN_BAL,CIN @ BAL,SPREAD,CIN,8.0,1.885,0.552185,4.09,1,win,0.885,0.95
2017,17,2017_17_SF_LA,SF @ LA,TOTAL,over,44.5,1.9091,0.551393,5.27,1,win,0.9091,0.95
2017,17,2017_17_OAK_LAC,OAK @ LAC,SPREAD,OAK,7.0,1.8696,0.554322,3.64,1,lose,-1,0.6162
2017,17,2017_17_BUF_MIA,BUF @ MIA,SPREAD,BUF,-2.5,1.9804,0.526211,4.21,1,win,0.9803999999999999,0.95
2017,17,2017_17_ARI_SEA,ARI @ SEA,SPREAD,ARI,8.0,1.9009,0.556382,5.76,1,win,0.9009,0.95
2017,17,2017_17_ARI_SEA,ARI @ SEA,TOTAL,under,38.0,1.9091,0.551393,5.27,1,lose,-1,0.95
2017,17,2017_17_NO_TB,NO @ TB,SPREAD,TB,6.0,1.9259,0.547949,5.53,1,win,0.9259,0.95
2018,2,2018_02_BAL_CIN,BAL @ CIN,TOTAL,over,43.0,1.9709,0.53786,6.01,1,win,0.9709000000000001,0.4551
2018,2,2018_02_CAR_ATL,CAR @ ATL,SPREAD,CAR,5.5,1.9804,0.534371,5.83,1,lose,-1,0.4551
2018,2,2018_02_HOU_TEN,HOU @ TEN,SPREAD,TEN,3.5,1.8772,0.546773,2.64,1,win,0.8772,0.4551
2018,2,2018_02_IND_WAS,IND @ WAS,SPREAD,IND,6.0,1.9259,0.539589,3.92,1,win,0.9259,0.4551
2018,2,2018_02_NYG_DAL,NYG @ DAL,SPREAD,NYG,3.0,1.9259,0.545989,5.15,1,lose,-1,0.4551
2018,2,2018_02_SEA_CHI,SEA @ CHI,TOTAL,under,42.5,1.9524,0.54257,5.93,1,win,0.9523999999999999,0.4551
2018,3,2018_03_CIN_CAR,CIN @ CAR,TOTAL,under,44.0,1.9524,0.53492,4.44,1,lose,-1,0.4551
2018,3,2018_03_TEN_JAX,TEN @ JAX,SPREAD,TEN,10.0,1.9009,0.544831,3.57,1,win,0.9009,0.4551
2018,3,2018_03_SF_KC,SF @ KC,TOTAL,under,53.0,1.9524,0.53717,4.88,1,lose,-1,0.4551
2018,3,2018_03_OAK_MIA,OAK @ MIA,TOTAL,under,46.0,1.9709,0.54047,6.52,1,lose,-1,0.3526
2018,3,2018_03_LAC_LA,LAC @ LA,TOTAL,over,49.0,1.9901,0.532138,5.9,1,win,0.9901,0.4551
2018,3,2018_03_PIT_TB,PIT @ TB,SPREAD,TB,-1.0,1.8929,0.557008,5.44,1,lose,-1,0.4551
2018,3,2018_03_PIT_TB,PIT @ TB,TOTAL,under,55.0,1.9524,0.545,6.41,1,lose,-1,0.4551
2018,4,2018_04_NYJ_JAX,NYJ @ JAX,TOTAL,under,40.5,1.9346,0.54755,5.93,1,lose,-1,0.4551
2018,4,2018_04_SF_LAC,SF @ LAC,SPREAD,SF,10.0,1.8475,0.564334,4.26,1,win,0.8474999999999999,0.4551
2018,4,2018_04_SF_LAC,SF @ LAC,TOTAL,over,46.0,2.01,0.531793,6.89,1,win,1.0099999999999998,0.4551
2018,4,2018_04_BAL_PIT,BAL @ PIT,SPREAD,BAL,3.0,2.03,0.52673,6.93,1,win,1.0299999999999998,0.4551
2018,5,2018_05_IND_NE,IND @ NE,SPREAD,IND,10.5,1.9091,0.540666,3.22,1,lose,-1,0.5551
2018,5,2018_05_MIA_CIN,MIA @ CIN,SPREAD,CIN,-6.0,1.9709,0.538498,6.13,1,win,0.9709000000000001,0.4351
2018,5,2018_05_ATL_PIT,ATL @ PIT,SPREAD,ATL,3.5,1.9259,0.530448,2.16,1,lose,-1,0.5551
2018,5,2018_05_MIN_PHI,MIN @ PHI,SPREAD,MIN,3.5,1.9434,0.545686,6.05,1,win,0.9434,0.5551
2018,5,2018_05_LA_SEA,LA @ SEA,SPREAD,SEA,7.5,1.885,0.547585,3.22,1,win,0.885,0.5551
2018,6,2018_06_CHI_MIA,CHI @ MIA,TOTAL,under,40.5,1.9174,0.546388,4.76,1,lose,-1,0.6741
2018,6,2018_06_LA_DEN,LA @ DEN,TOTAL,over,50.0,2.0,0.53337,6.67,1,lose,-1,0.95
2018,6,2018_06_JAX_DAL,JAX @ DAL,TOTAL,under,39.5,1.9174,0.549448,5.35,1,lose,-1,0.8715
2018,7,2018_07_HOU_JAX,HOU @ JAX,SPREAD,HOU,4.0,1.9901,0.535534,6.58,1,win,0.9901,0.95
2018,7,2018_07_MIN_NYJ,MIN @ NYJ,SPREAD,NYJ,3.5,1.8403,0.564913,3.96,1,lose,-1,0.95
2018,7,2018_07_TEN_LAC,TEN @ LAC,TOTAL,under,46.0,1.9174,0.549448,5.35,1,win,0.9174,0.95
2018,7,2018_07_NYG_ATL,NYG @ ATL,TOTAL,under,52.0,1.9709,0.541839,6.79,1,win,0.9709000000000001,0.95
2018,8,2018_08_BAL_CAR,BAL @ CAR,TOTAL,under,44.0,1.9091,0.550707,5.14,1,lose,-1,0.95
2018,8,2018_08_SEA_DET,SEA @ DET,SPREAD,SEA,3.0,1.9901,0.532894,6.05,1,win,0.9901,0.95
2018,8,2018_08_WAS_NYG,WAS @ NYG,TOTAL,under,43.0,1.9174,0.545533,4.6,1,win,0.9174,0.95
2018,8,2018_08_GB_LA,GB @ LA,SPREAD,GB,7.5,1.9524,0.53412,4.28,1,win,0.9523999999999999,0.95
2018,8,2018_08_PHI_JAX,PHI @ JAX,SPREAD,JAX,4.0,1.9259,0.543728,4.72,1,lose,-1,0.95
2018,9,2018_09_ATL_WAS,ATL @ WAS,TOTAL,under,46.5,1.9709,0.536439,5.73,1,lose,-1,0.95
2018,9,2018_09_LAC_SEA,LAC @ SEA,SPREAD,LAC,1.0,1.8772,0.555765,4.33,1,win,0.8772,0.95
2018,9,2018_09_LAC_SEA,LAC @ SEA,TOTAL,under,48.5,1.885,0.55452,4.53,1,win,0.885,0.95
2018,9,2018_09_LA_NO,LA @ NO,SPREAD,NO,2.5,1.9259,0.535408,3.11,1,win,0.9259,0.95
2018,9,2018_09_LA_NO,LA @ NO,TOTAL,under,57.5,1.9804,0.540552,7.05,1,lose,-1,0.95
2018,10,2018_10_DET_CHI,DET @ CHI,TOTAL,under,44.5,1.9346,0.53495,3.49,1,lose,-1,0.95
2018,10,2018_10_ATL_CLE,ATL @ CLE,SPREAD,CLE,5.5,1.9259,0.551448,6.2,1,win,0.9259,0.95
2018,10,2018_10_BUF_NYJ,BUF @ NYJ,SPREAD,BUF,6.5,1.9259,0.545008,4.96,1,win,0.9259,0.83
2018,10,2018_10_LAC_OAK,LAC @ OAK,TOTAL,under,50.0,1.8621,0.557529,3.82,1,win,0.8621000000000001,0.6162
2018,10,2018_10_SEA_LA,SEA @ LA,TOTAL,under,51.0,1.9709,0.538734,6.18,1,lose,-1,0.95
2018,11,2018_11_CAR_DET,CAR @ DET,TOTAL,under,48.0,1.9009,0.551995,4.93,1,win,0.9009,0.95
2018,11,2018_11_HOU_WAS,HOU @ WAS,SPREAD,HOU,-3.0,1.8772,0.552205,3.66,1,lose,-1,0.95
2018,11,2018_11_DEN_LAC,DEN @ LAC,SPREAD,DEN,7.5,1.8621,0.549508,2.32,1,win,0.8621000000000001,0.95
2018,11,2018_11_DEN_LAC,DEN @ LAC,TOTAL,under,47.0,1.9259,0.546316,5.21,1,win,0.9259,0.95
2018,11,2018_11_PHI_NO,PHI @ NO,SPREAD,NO,-7.0,1.9524,0.5398,5.39,1,win,0.9523999999999999,0.95
2018,12,2018_12_ATL_NO,ATL @ NO,SPREAD,ATL,11.5,1.9901,0.537334,6.93,1,lose,-1,0.95
2018,13,2018_13_NO_DAL,NO @ DAL,SPREAD,NO,-7.0,1.9259,0.530728,2.21,1,lose,-1,0.95
2018,13,2018_13_BAL_ATL,BAL @ ATL,SPREAD,ATL,-2.5,1.8772,0.550765,3.39,1,lose,-1,0.95
2018,13,2018_13_BAL_ATL,BAL @ ATL,TOTAL,under,46.5,1.9901,0.533893,6.25,1,win,0.9901,0.95
2018,13,2018_13_DEN_CIN,DEN @ CIN,TOTAL,under,45.0,1.9709,0.532659,4.98,1,win,0.9709000000000001,0.95
2018,13,2018_13_IND_JAX,IND @ JAX,SPREAD,JAX,4.0,1.9709,0.528072,4.08,1,win,0.9709000000000001,0.95
2018,13,2018_13_BUF_MIA,BUF @ MIA,SPREAD,MIA,-3.5,1.9709,0.536912,5.82,1,win,0.9709000000000001,0.83
2018,13,2018_13_CHI_NYG,CHI @ NYG,SPREAD,NYG,3.5,1.9174,0.552852,6.0,1,win,0.9174,0.95
2018,13,2018_13_WAS_PHI,WAS @ PHI,SPREAD,WAS,5.5,1.9524,0.54652,6.7,1,lose,-1,0.95
2018,14,2018_14_JAX_TEN,JAX @ TEN,SPREAD,JAX,5.5,1.9709,0.535498,5.54,1,lose,-1,0.95
2018,14,2018_14_BAL_KC,BAL @ KC,TOTAL,under,49.0,1.9259,0.542041,4.39,1,lose,-1,0.95
2018,14,2018_14_NE_MIA,NE @ MIA,SPREAD,MIA,8.5,1.9259,0.538248,3.66,1,win,0.9259,0.95
2018,14,2018_14_CIN_LAC,CIN @ LAC,TOTAL,under,48.5,1.9259,0.539341,3.87,1,win,0.9259,0.95
2018,14,2018_14_PHI_DAL,PHI @ DAL,SPREAD,PHI,3.5,1.9091,0.547866,4.59,1,lose,-1,0.95
2018,14,2018_14_LA_CHI,LA @ CHI,SPREAD,CHI,3.0,1.8333,0.559239,2.53,1,win,0.8332999999999999,0.95
2018,15,2018_15_ARI_ATL,ARI @ ATL,TOTAL,under,43.5,2.0,0.53589,7.18,1,lose,-1,0.95
2018,15,2018_15_TB_BAL,TB @ BAL,SPREAD,TB,8.5,1.9709,0.538378,6.11,1,win,0.9709000000000001,0.95
2018,15,2018_15_DET_BUF,DET @ BUF,SPREAD,BUF,-2.5,1.8403,0.564913,3.96,1,lose,-1,0.95
2018,15,2018_15_GB_CHI,GB @ CHI,TOTAL,under,46.5,1.9709,0.541839,6.79,1,win,0.9709000000000001,0.95
2018,15,2018_15_OAK_CIN,OAK @ CIN,SPREAD,OAK,3.0,1.9091,0.543266,3.71,1,lose,-1,0.6162
2018,15,2018_15_TEN_NYG,TEN @ NYG,TOTAL,under,42.0,1.9009,0.551995,4.93,1,win,0.9009,0.95
2018,15,2018_15_PHI_LA,PHI @ LA,SPREAD,LA,-13.5,1.9346,0.541422,4.74,1,lose,-1,0.95
2018,15,2018_15_NO_CAR,NO @ CAR,SPREAD,CAR,6.0,1.9434,0.541846,5.3,1,win,0.9434,0.95
2018,15,2018_15_NO_CAR,NO @ CAR,TOTAL,over,50.5,1.8772,0.550363,3.31,1,lose,-1,0.95
2018,16,2018_16_WAS_TEN,WAS @ TEN,SPREAD,WAS,12.5,1.9091,0.554066,5.78,1,win,0.9091,0.95
2018,16,2018_16_ATL_CAR,ATL @ CAR,TOTAL,under,46.5,1.9346,0.54755,5.93,1,win,0.9346000000000001,0.83
2018,16,2018_16_MIN_DET,MIN @ DET,SPREAD,DET,6.5,1.8772,0.545485,2.4,1,lose,-1,0.95
2018,16,2018_16_PIT_NO,PIT @ NO,TOTAL,under,53.0,1.9091,0.542832,3.63,1,lose,-1,0.95
2018,17,2018_17_DET_GB,DET @ GB,SPREAD,DET,7.5,1.9709,0.527392,3.94,1,win,0.9709000000000001,0.95
2018,17,2018_17_JAX_HOU,JAX @ HOU,TOTAL,under,39.5,1.9174,0.540493,3.63,1,win,0.9174,0.95
2018,17,2018_17_DAL_NYG,DAL @ NYG,TOTAL,under,38.5,1.9174,0.546478,4.78,1,lose,-1,0.95
2018,17,2018_17_ATL_TB,ATL @ TB,TOTAL,under,52.0,1.9091,0.550707,5.14,1,lose,-1,0.95
2018,17,2018_17_CLE_BAL,CLE @ BAL,SPREAD,CLE,7.0,1.9709,0.530032,4.46,1,win,0.9709000000000001,0.95
2018,17,2018_17_LAC_DEN,LAC @ DEN,SPREAD,DEN,7.0,1.8403,0.564913,3.96,1,lose,-1,0.95
2019,2,2019_02_LAC_DET,LAC @ DET,TOTAL,under,47.0,1.9901,0.539293,7.32,1,win,0.9901,0.4551
2019,2,2019_02_MIN_GB,MIN @ GB,SPREAD,MIN,3.0,1.9804,0.537011,6.35,1,lose,-1,0.4551
2019,2,2019_02_BUF_NYG,BUF @ NYG,SPREAD,BUF,-1.0,1.9259,0.540568,4.11,1,win,0.9259,0.4551
2019,2,2019_02_IND_TEN,IND @ TEN,SPREAD,TEN,-3.0,1.8333,0.556473,2.02,1,lose,-1,0.4551
2019,2,2019_02_IND_TEN,IND @ TEN,TOTAL,over,43.5,1.9901,0.53869,7.2,1,lose,-1,0.4551
2019,3,2019_03_TEN_JAX,TEN @ JAX,TOTAL,over,38.0,1.9009,0.551995,4.93,1,lose,-1,0.4551
2019,3,2019_03_CIN_BUF,CIN @ BUF,SPREAD,CIN,5.5,1.9615,0.531274,4.21,1,win,0.9615,0.4551
2019,3,2019_03_DEN_GB,DEN @ GB,SPREAD,DEN,7.0,1.9259,0.535389,3.11,1,lose,-1,0.4551
2019,3,2019_03_HOU_LAC,HOU @ LAC,TOTAL,under,49.0,2.01,0.536743,7.89,1,win,1.0099999999999998,0.4551
2019,3,2019_03_PIT_SF,PIT @ SF,SPREAD,PIT,6.0,1.9615,0.530805,4.12,1,win,0.9615,0.4551
2019,4,2019_04_TEN_ATL,TEN @ ATL,SPREAD,TEN,3.5,1.885,0.548065,3.31,1,win,0.885,0.4551
2019,4,2019_04_CLE_BAL,CLE @ BAL,SPREAD,CLE,7.5,1.8547,0.550592,2.12,1,win,0.8547,0.4551
2019,4,2019_04_CLE_BAL,CLE @ BAL,TOTAL,under,47.0,1.9615,0.543098,6.53,1,lose,-1,0.4551
2019,4,2019_04_NE_BUF,NE @ BUF,SPREAD,BUF,7.0,1.9259,0.540909,4.17,1,win,0.9259,0.4551
2019,4,2019_04_OAK_IND,OAK @ IND,SPREAD,OAK,5.5,1.9434,0.533726,3.72,1,win,0.9434,0.3526
2019,4,2019_04_TB_LA,TB @ LA,SPREAD,TB,9.0,1.9615,0.527434,3.46,1,win,0.9615,0.4551
2019,4,2019_04_MIN_CHI,MIN @ CHI,SPREAD,MIN,-1.0,1.9901,0.526514,4.78,1,lose,-1,0.4551
2019,5,2019_05_LA_SEA,LA @ SEA,SPREAD,LA,1.5,1.9615,0.525274,3.03,1,win,0.9615,0.5551
2019,5,2019_05_LA_SEA,LA @ SEA,TOTAL,under,49.0,2.02,0.53548,8.17,1,lose,-1,0.5551
2019,5,2019_05_ARI_CIN,ARI @ CIN,SPREAD,CIN,-3.0,1.9615,0.527194,3.41,1,lose,-1,0.5551
2019,5,2019_05_MIN_NYG,MIN @ NYG,TOTAL,under,44.0,1.9524,0.544357,6.28,1,win,0.9523999999999999,0.5551
2019,5,2019_05_BUF_TEN,BUF @ TEN,SPREAD,BUF,3.5,1.9091,0.534866,2.11,1,win,0.9091,0.5551
2019,6,2019_06_SEA_CLE,SEA @ CLE,SPREAD,CLE,-1.0,1.9434,0.528846,2.78,1,lose,-1,0.7915
2019,6,2019_06_HOU_KC,HOU @ KC,SPREAD,HOU,3.5,1.9259,0.541848,4.35,1,win,0.9259,0.95
2019,7,2019_07_KC_DEN,KC @ DEN,TOTAL,under,49.5,1.9009,0.551995,4.93,1,win,0.9009,0.95
2019,7,2019_07_LA_ATL,LA @ ATL,SPREAD,ATL,3.0,1.9524,0.5374,4.92,1,lose,-1,0.95
2019,7,2019_07_MIA_BUF,MIA @ BUF,TOTAL,under,42.5,2.0,0.53085,6.17,1,lose,-1,0.8715
2019,7,2019_07_HOU_IND,HOU @ IND,SPREAD,HOU,1.5,1.9615,0.537394,5.41,1,lose,-1,0.95
2019,7,2019_07_NO_CHI,NO @ CHI,TOTAL,under,37.0,1.9901,0.5386,7.19,1,lose,-1,0.7515
2019,8,2019_08_WAS_MIN,WAS @ MIN,SPREAD,WAS,16.5,1.9615,0.539554,5.83,1,win,0.9615,0.95
2019,8,2019_08_SEA_ATL,SEA @ ATL,SPREAD,ATL,7.5,1.8547,0.558552,3.59,1,win,0.8547,0.95
2019,8,2019_08_LAC_CHI,LAC @ CHI,SPREAD,CHI,-3.5,1.9709,0.539578,6.35,1,lose,-1,0.95
2019,8,2019_08_LAC_CHI,LAC @ CHI,TOTAL,under,41.0,1.9615,0.533378,4.62,1,win,0.9615,0.95
2019,8,2019_08_NYG_DET,NYG @ DET,SPREAD,NYG,6.5,1.885,0.552665,4.18,1,win,0.885,0.95
2019,8,2019_08_DEN_IND,DEN @ IND,SPREAD,DEN,6.0,1.8547,0.552352,2.44,1,win,0.8547,0.95
2019,8,2019_08_CIN_LA,CIN @ LA,SPREAD,CIN,12.0,1.8929,0.542883,2.76,1,lose,-1,0.95
2019,8,2019_08_OAK_HOU,OAK @ HOU,SPREAD,OAK,5.0,1.9346,0.544422,5.32,1,win,0.9346000000000001,0.6162
2019,8,2019_08_MIA_PIT,MIA @ PIT,TOTAL,under,44.0,1.9434,0.545643,6.04,1,win,0.9434,0.95
2019,9,2019_09_HOU_JAX,HOU @ JAX,SPREAD,JAX,-1.0,1.9434,0.529366,2.88,1,lose,-1,0.95
2019,9,2019_09_HOU_JAX,HOU @ JAX,TOTAL,under,46.0,1.9434,0.543798,5.68,1,win,0.9434,0.95
2019,9,2019_09_CHI_PHI,CHI @ PHI,SPREAD,CHI,5.0,1.9434,0.528966,2.8,1,lose,-1,0.95
2019,9,2019_09_CHI_PHI,CHI @ PHI,TOTAL,under,41.0,1.9804,0.533262,5.61,1,win,0.9803999999999999,0.95
2019,9,2019_09_CLE_DEN,CLE @ DEN,SPREAD,DEN,4.0,1.9259,0.533629,2.77,1,win,0.9259,0.95
2019,9,2019_09_DAL_NYG,DAL @ NYG,SPREAD,NYG,6.5,1.9174,0.552366,5.91,1,lose,-1,0.95
2019,10,2019_10_BAL_CIN,BAL @ CIN,SPREAD,CIN,10.5,1.8772,0.560464,5.21,1,lose,-1,0.95
2019,10,2019_10_BAL_CIN,BAL @ CIN,TOTAL,over,44.0,1.9346,0.546902,5.8,1,win,0.9346000000000001,0.95
2019,10,2019_10_BUF_CLE,BUF @ CLE,SPREAD,BUF,3.0,1.9259,0.552189,6.35,1,null,0.0,0.95
2019,10,2019_10_BUF_CLE,BUF @ CLE,TOTAL,under,42.0,1.885,0.55452,4.53,1,win,0.885,0.95
2019,10,2019_10_ATL_NO,ATL @ NO,SPREAD,ATL,14.0,1.8772,0.559733,5.07,1,win,0.8772,0.95
