comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source
seriea,2021,2021-10-22,Spezia @ Sampdoria,TOTAL,over,2.5,1.65,0.6707,0.6061,4.8,win,0.6499999999999999,0.334,pinnacle
seriea,2021,2021-10-23,Empoli @ Salernitana,1X2,salernitana,,3.14,0.3403,0.3185,3.09,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-23,Venezia @ Sassuolo,1X2,draw,,4.25,0.2857,0.2353,9.63,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-23,Venezia @ Sassuolo,1X2,venezia,,5.88,0.2465,0.1701,20.22,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-23,Milan @ Bologna,1X2,milan,,2.21,0.5507,0.4525,9.77,win,1.21,0.364,pinnacle
seriea,2021,2021-10-24,Udinese @ Atalanta,1X2,draw,,5.24,0.2483,0.1908,13.55,win,4.24,0.364,pinnacle
seriea,2021,2021-10-24,Cagliari @ Fiorentina,1X2,cagliari,,6.14,0.2833,0.1629,33.27,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-24,Lazio @ Verona,1X2,verona,,2.98,0.3808,0.3356,6.06,win,1.98,0.364,pinnacle
seriea,2021,2021-10-24,Napoli @ Roma,1X2,napoli,,2.43,0.489,0.4115,8.48,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-24,Napoli @ Roma,TOTAL,under,2.5,2.28,0.5426,0.4386,10.67,win,1.2799999999999998,0.364,pinnacle
seriea,2021,2021-10-24,Juventus @ Inter,1X2,inter,,2.13,0.5599,0.4695,8.67,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-24,Juventus @ Inter,TOTAL,over,2.5,1.79,0.6681,0.5587,8.81,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-26,Genoa @ Spezia,1X2,genoa,,3.34,0.3792,0.2994,11.99,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-26,Genoa @ Spezia,TOTAL,over,2.5,1.69,0.7059,0.5917,8.68,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-26,Salernitana @ Venezia,1X2,salernitana,,4.23,0.261,0.2364,4.68,win,3.2300000000000004,0.334,pinnacle
seriea,2021,2021-10-26,Salernitana @ Venezia,TOTAL,under,2.5,1.85,0.5852,0.5405,3.72,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-26,Torino @ Milan,1X2,torino,,5.58,0.2082,0.1792,7.28,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-26,Torino @ Milan,TOTAL,under,2.5,2.17,0.5051,0.4608,4.32,win,1.17,0.364,pinnacle
seriea,2021,2021-10-27,Sassuolo @ Juventus,1X2,draw,,4.96,0.2835,0.2016,18.28,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Atalanta @ Sampdoria,1X2,sampdoria,,4.26,0.3389,0.2347,19.98,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Verona @ Udinese,1X2,verona,,3.2,0.3891,0.3125,11.03,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Verona @ Udinese,TOTAL,over,2.5,1.92,0.622,0.5208,8.74,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Roma @ Cagliari,1X2,draw,,4.72,0.2461,0.2119,7.28,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Roma @ Cagliari,TOTAL,under,2.5,2.43,0.4857,0.4115,8.11,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-27,Fiorentina @ Lazio,1X2,fiorentina,,4.55,0.3047,0.2198,17.38,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-30,Sampdoria @ Torino,TOTAL,under,2.5,2.1,0.5155,0.4762,3.71,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-31,Udinese @ Inter,1X2,draw,,5.36,0.2089,0.1866,5.39,lose,-1.0,0.364,pinnacle
seriea,2021,2021-10-31,Spezia @ Fiorentina,1X2,spezia,,5.46,0.2287,0.1832,11.2,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-31,Venezia @ Genoa,TOTAL,over,2.5,2.03,0.566,0.4926,6.71,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-31,Napoli @ Salernitana,1X2,draw,,5.52,0.2172,0.1812,8.95,lose,-1.0,0.334,pinnacle
seriea,2021,2021-10-31,Napoli @ Salernitana,TOTAL,under,2.5,2.51,0.525,0.3984,14.29,win,1.5099999999999998,0.334,pinnacle
seriea,2021,2021-10-31,Milan @ Roma,1X2,milan,,3.26,0.4175,0.3067,16.25,win,2.26,0.364,pinnacle
seriea,2021,2021-10-31,Milan @ Roma,TOTAL,under,2.5,2.24,0.548,0.4464,10.24,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-01,Cagliari @ Bologna,1X2,cagliari,,5.24,0.2784,0.1908,20.64,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-01,Cagliari @ Bologna,TOTAL,over,2.5,1.69,0.6826,0.5917,6.91,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-05,Genoa @ Empoli,TOTAL,over,2.5,1.67,0.6576,0.5988,4.42,win,0.6699999999999999,0.334,pinnacle
seriea,2021,2021-11-06,Torino @ Spezia,1X2,torino,,2.25,0.5216,0.4444,7.81,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-06,Fiorentina @ Juventus,TOTAL,under,2.5,2.15,0.5323,0.4651,6.5,win,1.15,0.364,pinnacle
seriea,2021,2021-11-06,Atalanta @ Cagliari,1X2,cagliari,,6.2,0.2313,0.1613,19.52,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-07,Roma @ Venezia,1X2,venezia,,5.26,0.2127,0.1901,5.36,win,4.26,0.334,pinnacle
seriea,2021,2021-11-07,Bologna @ Sampdoria,1X2,sampdoria,,2.85,0.3985,0.3509,6.11,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-07,Bologna @ Sampdoria,TOTAL,over,2.5,1.74,0.67,0.5747,7.46,win,0.74,0.364,pinnacle
seriea,2021,2021-11-07,Sassuolo @ Udinese,1X2,sassuolo,,3.45,0.3545,0.2899,10.03,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-07,Sassuolo @ Udinese,TOTAL,under,2.5,2.1,0.5404,0.4762,6.07,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-20,Spezia @ Atalanta,1X2,draw,,6.5,0.1853,0.1538,9.2,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-20,Juventus @ Lazio,TOTAL,over,2.5,1.94,0.6001,0.5155,7.39,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-20,Milan @ Fiorentina,TOTAL,under,2.5,2.05,0.5385,0.4878,4.68,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-21,Cagliari @ Sassuolo,1X2,cagliari,,5.89,0.1981,0.1698,7.51,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-21,Venezia @ Bologna,1X2,venezia,,5.54,0.2464,0.1805,16.42,win,4.54,0.334,pinnacle
seriea,2021,2021-11-21,Sampdoria @ Salernitana,TOTAL,over,2.5,1.96,0.5584,0.5102,4.25,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-21,Napoli @ Inter,1X2,napoli,,3.39,0.3851,0.295,13.75,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-21,Napoli @ Inter,TOTAL,under,2.5,2.08,0.5536,0.4808,6.82,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-21,Roma @ Genoa,1X2,genoa,,4.41,0.2957,0.2268,13.69,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-22,Empoli @ Verona,1X2,empoli,,4.98,0.2318,0.2008,6.95,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-22,Empoli @ Verona,TOTAL,over,2.5,1.62,0.7427,0.6173,9.14,win,0.6200000000000001,0.334,pinnacle
seriea,2021,2021-11-22,Udinese @ Torino,1X2,torino,,2.19,0.4895,0.4566,3.24,win,1.19,0.364,pinnacle
seriea,2021,2021-11-26,Salernitana @ Cagliari,1X2,salernitana,,4.88,0.2459,0.2049,9.0,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-26,Salernitana @ Cagliari,TOTAL,over,2.5,2.15,0.5469,0.4651,7.91,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-27,Fiorentina @ Empoli,1X2,empoli,,3.98,0.3081,0.2513,10.18,win,2.98,0.334,pinnacle
seriea,2021,2021-11-27,Verona @ Sampdoria,1X2,verona,,2.61,0.4685,0.3831,10.03,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-27,Atalanta @ Juventus,1X2,atalanta,,3.57,0.371,0.2801,14.6,win,2.57,0.364,pinnacle
seriea,2021,2021-11-27,Inter @ Venezia,1X2,draw,,5.42,0.2314,0.1845,11.45,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-28,Genoa @ Udinese,1X2,genoa,,5.92,0.2752,0.1689,28.31,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-28,Genoa @ Udinese,TOTAL,over,2.5,2.05,0.5714,0.4878,7.71,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-28,Bologna @ Spezia,1X2,spezia,,3.36,0.3359,0.2976,5.79,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-28,Bologna @ Spezia,TOTAL,over,2.5,1.8,0.6517,0.5556,7.79,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-28,Torino @ Roma,1X2,torino,,4.8,0.2776,0.2083,14.95,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-28,Torino @ Roma,TOTAL,under,2.5,2.07,0.5762,0.4831,8.67,win,1.0699999999999998,0.364,pinnacle
seriea,2021,2021-11-28,Lazio @ Napoli,1X2,napoli,,1.93,0.6625,0.5181,12.54,win,0.9299999999999999,0.364,pinnacle
seriea,2021,2021-11-30,Venezia @ Atalanta,1X2,draw,,6.0,0.2222,0.1667,15.0,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-30,Sampdoria @ Fiorentina,1X2,sampdoria,,5.02,0.2308,0.1992,7.15,lose,-1.0,0.364,pinnacle
seriea,2021,2021-11-30,Juventus @ Salernitana,1X2,draw,,5.23,0.2859,0.1912,22.28,lose,-1.0,0.334,pinnacle
seriea,2021,2021-11-30,Juventus @ Salernitana,TOTAL,under,2.5,2.12,0.5995,0.4717,12.2,win,1.12,0.334,pinnacle
seriea,2021,2021-11-30,Cagliari @ Verona,TOTAL,over,2.5,1.65,0.7052,0.6061,7.36,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-01,Roma @ Bologna,1X2,roma,,2.54,0.4546,0.3937,6.96,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-01,Roma @ Bologna,TOTAL,under,2.5,2.15,0.5119,0.4651,4.53,win,1.15,0.364,pinnacle
seriea,2021,2021-12-01,Milan @ Genoa,1X2,genoa,,6.5,0.2237,0.1538,20.43,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-01,Napoli @ Sassuolo,1X2,napoli,,1.88,0.5834,0.5319,4.36,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-02,Empoli @ Torino,1X2,empoli,,5.04,0.2245,0.1984,5.91,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-02,Udinese @ Lazio,1X2,udinese,,5.86,0.2654,0.1706,24.99,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-02,Udinese @ Lazio,TOTAL,over,2.5,1.81,0.5923,0.5525,3.24,win,0.81,0.364,pinnacle
seriea,2021,2021-12-04,Inter @ Roma,1X2,roma,,4.11,0.2906,0.2433,8.75,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-04,Inter @ Roma,1X2,draw,,3.9,0.3013,0.2564,7.88,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-05,Fiorentina @ Bologna,1X2,fiorentina,,2.58,0.4183,0.3876,3.56,win,1.58,0.364,pinnacle
seriea,2021,2021-12-05,Sassuolo @ Spezia,1X2,sassuolo,,2.4,0.514,0.4167,10.51,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-05,Verona @ Venezia,TOTAL,over,2.5,1.98,0.5503,0.5051,4.03,win,0.98,0.334,pinnacle
seriea,2021,2021-12-05,Lazio @ Sampdoria,1X2,sampdoria,,3.34,0.4169,0.2994,17.67,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-05,Lazio @ Sampdoria,TOTAL,over,2.5,1.67,0.6829,0.5988,6.32,win,0.6699999999999999,0.364,pinnacle
seriea,2021,2021-12-05,Genoa @ Juventus,TOTAL,under,2.5,2.29,0.5446,0.4367,11.12,win,1.29,0.364,pinnacle
seriea,2021,2021-12-06,Udinese @ Empoli,1X2,udinese,,3.32,0.3266,0.3012,3.8,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-06,Udinese @ Empoli,TOTAL,over,2.5,1.96,0.612,0.5102,8.98,win,0.96,0.334,pinnacle
seriea,2021,2021-12-06,Torino @ Cagliari,1X2,torino,,2.37,0.4714,0.4219,5.27,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-10,Sampdoria @ Genoa,1X2,genoa,,3.68,0.35,0.2717,12.96,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-10,Sampdoria @ Genoa,TOTAL,over,2.5,2.21,0.5671,0.4525,11.4,win,1.21,0.364,pinnacle
seriea,2021,2021-12-11,Salernitana @ Fiorentina,1X2,draw,,6.49,0.1949,0.1541,11.92,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-11,Juventus @ Venezia,1X2,draw,,4.93,0.2779,0.2028,16.65,win,3.9299999999999997,0.334,pinnacle
seriea,2021,2021-12-11,Juventus @ Venezia,TOTAL,under,2.5,2.13,0.5916,0.4695,11.71,win,1.13,0.334,pinnacle
seriea,2021,2021-12-11,Milan @ Udinese,TOTAL,over,2.5,1.94,0.6071,0.5155,8.0,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-12,Bologna @ Torino,1X2,torino,,2.29,0.4894,0.4367,5.43,win,1.29,0.364,pinnacle
seriea,2021,2021-12-12,Atalanta @ Verona,1X2,verona,,3.56,0.3203,0.2809,6.32,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-12,Lazio @ Sassuolo,1X2,lazio,,3.21,0.3367,0.3115,3.63,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-18,Roma @ Atalanta,1X2,roma,,4.71,0.2486,0.2123,7.68,win,3.71,0.364,pinnacle
seriea,2021,2021-12-18,Juventus @ Bologna,1X2,bologna,,4.36,0.2987,0.2294,13.6,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-19,Empoli @ Spezia,1X2,empoli,,2.67,0.5077,0.3745,16.0,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-19,Venezia @ Sampdoria,1X2,venezia,,4.99,0.2575,0.2004,12.82,lose,-1.0,0.334,pinnacle
seriea,2021,2021-12-19,Napoli @ Milan,1X2,napoli,,3.72,0.4007,0.2688,22.08,win,2.72,0.364,pinnacle
seriea,2021,2021-12-19,Napoli @ Milan,TOTAL,under,2.5,2.09,0.5288,0.4785,4.74,win,1.0899999999999999,0.364,pinnacle
seriea,2021,2021-12-21,Cagliari @ Juventus,1X2,draw,,6.5,0.2279,0.1538,21.67,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-21,Cagliari @ Juventus,TOTAL,under,2.5,2.19,0.5789,0.4566,12.05,win,1.19,0.364,pinnacle
seriea,2021,2021-12-22,Bologna @ Sassuolo,1X2,sassuolo,,2.22,0.4836,0.4505,3.31,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-22,Lazio @ Venezia,1X2,lazio,,2.23,0.5318,0.4484,8.37,win,1.23,0.334,pinnacle
seriea,2021,2021-12-22,Lazio @ Venezia,TOTAL,over,2.5,1.88,0.6048,0.5319,6.17,win,0.8799999999999999,0.334,pinnacle
seriea,2021,2021-12-22,Torino @ Inter,1X2,draw,,6.29,0.2272,0.159,19.31,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-22,Torino @ Inter,TOTAL,under,2.5,2.36,0.5499,0.4237,13.4,win,1.3599999999999999,0.364,pinnacle
seriea,2021,2021-12-22,Fiorentina @ Verona,1X2,verona,,3.01,0.3597,0.3322,3.73,lose,-1.0,0.364,pinnacle
seriea,2021,2021-12-22,Fiorentina @ Verona,TOTAL,over,2.5,1.71,0.6291,0.5848,3.41,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-06,Cagliari @ Sampdoria,1X2,cagliari,,5.16,0.2157,0.1938,5.09,win,4.16,0.364,pinnacle
seriea,2021,2022-01-06,Cagliari @ Sampdoria,TOTAL,over,2.5,1.84,0.5929,0.5435,4.1,win,0.8400000000000001,0.364,pinnacle
seriea,2021,2022-01-06,Empoli @ Lazio,1X2,empoli,,5.68,0.2769,0.1761,25.79,lose,-1.0,0.334,pinnacle
seriea,2021,2022-01-06,Verona @ Spezia,1X2,verona,,2.1,0.5421,0.4762,6.23,win,1.1,0.334,pinnacle
seriea,2021,2022-01-06,Verona @ Spezia,TOTAL,over,2.5,1.82,0.6432,0.5495,7.67,win,0.8200000000000001,0.334,pinnacle
seriea,2021,2022-01-06,Roma @ Milan,1X2,milan,,2.34,0.4589,0.4274,3.32,win,1.3399999999999999,0.364,pinnacle
seriea,2021,2022-01-06,Napoli @ Juventus,1X2,draw,,3.69,0.3249,0.271,8.94,win,2.69,0.364,pinnacle
seriea,2021,2022-01-09,Sassuolo @ Empoli,1X2,empoli,,2.75,0.396,0.3636,4.01,lose,-1.0,0.334,pinnacle
seriea,2021,2022-01-09,Sampdoria @ Napoli,TOTAL,under,2.5,2.33,0.5107,0.4292,8.55,win,1.33,0.364,pinnacle
seriea,2021,2022-01-09,Atalanta @ Udinese,1X2,udinese,,4.77,0.278,0.2096,14.68,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-09,Spezia @ Genoa,1X2,spezia,,3.52,0.3064,0.2841,3.53,win,2.52,0.334,pinnacle
seriea,2021,2022-01-10,Fiorentina @ Torino,1X2,torino,,3.16,0.3517,0.3165,5.02,win,2.16,0.364,pinnacle
seriea,2021,2022-01-11,Bologna @ Cagliari,1X2,bologna,,2.4,0.496,0.4167,8.57,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-11,Bologna @ Cagliari,TOTAL,over,2.5,2.01,0.5537,0.4975,5.08,win,1.0099999999999998,0.364,pinnacle
seriea,2021,2022-01-15,Lazio @ Salernitana,TOTAL,over,2.5,1.68,0.6822,0.5952,6.58,win,0.6799999999999999,0.334,pinnacle
seriea,2021,2022-01-15,Udinese @ Juventus,1X2,draw,,4.7,0.2442,0.2128,6.65,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-16,Verona @ Sassuolo,1X2,sassuolo,,2.56,0.419,0.3906,3.27,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-16,Empoli @ Venezia,1X2,empoli,,2.5,0.4754,0.4,8.48,lose,-1.0,0.334,pinnacle
seriea,2021,2022-01-16,Cagliari @ Roma,1X2,draw,,5.32,0.214,0.188,6.24,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-16,Inter @ Atalanta,1X2,inter,,2.33,0.5357,0.4292,11.16,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-17,Napoli @ Bologna,1X2,napoli,,1.88,0.5987,0.5319,5.65,win,0.8799999999999999,0.364,pinnacle
seriea,2021,2022-01-17,Genoa @ Fiorentina,1X2,draw,,4.94,0.2229,0.2024,4.55,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-21,Bologna @ Verona,1X2,bologna,,4.67,0.2717,0.2141,12.1,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-21,Bologna @ Verona,TOTAL,over,2.5,1.75,0.661,0.5714,7.05,win,0.75,0.364,pinnacle
seriea,2021,2022-01-22,Udinese @ Genoa,1X2,udinese,,2.26,0.4826,0.4425,4.08,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-22,Udinese @ Genoa,TOTAL,over,2.5,2.12,0.5612,0.4717,8.54,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-23,Fiorentina @ Cagliari,TOTAL,over,2.5,1.76,0.6095,0.5682,3.27,lose,-1.0,0.364,pinnacle
seriea,2021,2022-01-23,Sampdoria @ Spezia,1X2,sampdoria,,2.92,0.4126,0.3425,9.22,lose,-1.0,0.334,pinnacle
seriea,2021,2022-01-23,Sassuolo @ Torino,TOTAL,under,2.5,2.36,0.4963,0.4237,7.7,win,1.3599999999999999,0.364,pinnacle
seriea,2021,2022-01-23,Roma @ Empoli,1X2,empoli,,4.0,0.2884,0.25,6.91,lose,-1.0,0.334,pinnacle
seriea,2021,2022-01-23,Juventus @ Milan,1X2,milan,,2.83,0.4224,0.3534,8.79,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-05,Milan @ Inter,1X2,milan,,4.6,0.2381,0.2174,4.29,win,3.5999999999999996,0.364,pinnacle
seriea,2021,2022-02-05,Milan @ Inter,TOTAL,under,2.5,2.17,0.4952,0.4608,3.36,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-05,Lazio @ Fiorentina,1X2,fiorentina,,2.39,0.4619,0.4184,4.67,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-06,Empoli @ Bologna,1X2,empoli,,3.89,0.3597,0.2571,17.97,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-06,Empoli @ Bologna,TOTAL,over,2.5,1.64,0.6678,0.6098,4.28,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-06,Sassuolo @ Sampdoria,1X2,sassuolo,,2.49,0.4565,0.4016,6.15,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-06,Napoli @ Venezia,TOTAL,under,2.5,2.26,0.5304,0.4425,8.95,win,1.2599999999999998,0.334,pinnacle
seriea,2021,2022-02-06,Torino @ Udinese,1X2,torino,,2.43,0.4827,0.4115,7.79,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-07,Spezia @ Salernitana,1X2,spezia,,2.83,0.4811,0.3534,16.27,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-12,Bologna @ Lazio,1X2,bologna,,5.74,0.2321,0.1742,14.96,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-12,Bologna @ Lazio,TOTAL,over,2.5,1.78,0.6724,0.5618,8.86,win,0.78,0.364,pinnacle
seriea,2021,2022-02-12,Venezia @ Torino,TOTAL,under,2.5,1.97,0.5915,0.5076,7.43,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-13,Salernitana @ Genoa,1X2,salernitana,,4.66,0.2637,0.2146,10.3,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-13,Udinese @ Verona,1X2,udinese,,4.54,0.2835,0.2203,12.93,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-13,Roma @ Sassuolo,1X2,sassuolo,,3.57,0.3111,0.2801,4.99,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-13,Juventus @ Atalanta,1X2,atalanta,,3.21,0.3636,0.3115,7.52,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-13,Juventus @ Atalanta,TOTAL,under,2.5,2.01,0.5572,0.4975,5.4,win,1.0099999999999998,0.364,pinnacle
seriea,2021,2022-02-14,Fiorentina @ Spezia,1X2,fiorentina,,2.02,0.5397,0.495,4.06,win,1.02,0.334,pinnacle
seriea,2021,2022-02-14,Fiorentina @ Spezia,TOTAL,over,2.5,1.79,0.6,0.5587,3.33,win,0.79,0.334,pinnacle
seriea,2021,2022-02-18,Torino @ Juventus,1X2,draw,,3.56,0.3343,0.2809,8.55,win,2.56,0.364,pinnacle
seriea,2021,2022-02-18,Torino @ Juventus,1X2,torino,,5.75,0.2724,0.1739,25.48,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-19,Empoli @ Sampdoria,TOTAL,over,2.5,1.7,0.6434,0.5882,4.22,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-19,Verona @ Roma,1X2,verona,,3.73,0.3175,0.2681,8.29,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-19,Verona @ Roma,TOTAL,over,2.5,1.79,0.6481,0.5587,7.21,win,0.79,0.364,pinnacle
seriea,2021,2022-02-20,Atalanta @ Fiorentina,1X2,atalanta,,2.89,0.4066,0.346,7.88,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-20,Atalanta @ Fiorentina,TOTAL,over,2.5,1.75,0.6194,0.5714,3.78,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-20,Lazio @ Udinese,1X2,lazio,,2.65,0.5187,0.3774,16.86,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-21,Napoli @ Cagliari,1X2,napoli,,1.78,0.7029,0.5618,11.3,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-21,Napoli @ Cagliari,TOTAL,under,2.5,2.22,0.5229,0.4505,7.24,win,1.2200000000000002,0.364,pinnacle
seriea,2021,2022-02-21,Spezia @ Bologna,1X2,spezia,,4.57,0.2872,0.2188,14.06,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-25,Udinese @ Milan,TOTAL,over,2.5,1.93,0.6206,0.5181,8.9,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-26,Bologna @ Salernitana,1X2,bologna,,2.21,0.5195,0.4525,6.66,lose,-1.0,0.334,pinnacle
seriea,2021,2022-02-26,Fiorentina @ Sassuolo,1X2,fiorentina,,2.62,0.4273,0.3817,5.38,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-26,Fiorentina @ Sassuolo,TOTAL,over,2.5,1.63,0.6605,0.6135,3.45,win,0.6299999999999999,0.364,pinnacle
seriea,2021,2022-02-27,Cagliari @ Torino,TOTAL,under,2.5,1.88,0.5701,0.5319,3.23,lose,-1.0,0.364,pinnacle
seriea,2021,2022-02-27,Venezia @ Verona,1X2,verona,,1.74,0.6263,0.5747,4.04,win,0.74,0.334,pinnacle
seriea,2021,2022-02-27,Napoli @ Lazio,1X2,napoli,,2.62,0.5223,0.3817,16.58,win,1.62,0.364,pinnacle
seriea,2021,2022-02-28,Sampdoria @ Atalanta,1X2,draw,,4.94,0.2245,0.2024,4.91,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-05,Sampdoria @ Udinese,1X2,sampdoria,,4.97,0.3326,0.2012,29.38,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-05,Sampdoria @ Udinese,TOTAL,over,2.5,2.04,0.5649,0.4902,6.86,win,1.04,0.364,pinnacle
seriea,2021,2022-03-05,Atalanta @ Roma,1X2,atalanta,,2.92,0.3955,0.3425,6.97,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-05,Lazio @ Cagliari,1X2,lazio,,2.09,0.564,0.4785,8.04,win,1.0899999999999999,0.364,pinnacle
seriea,2021,2022-03-06,Empoli @ Genoa,1X2,empoli,,2.8,0.4506,0.3571,11.77,lose,-1.0,0.334,pinnacle
seriea,2021,2022-03-06,Torino @ Bologna,1X2,torino,,2.77,0.4264,0.361,8.15,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-06,Verona @ Fiorentina,1X2,verona,,3.9,0.3367,0.2564,14.09,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-06,Verona @ Fiorentina,TOTAL,over,2.5,1.76,0.6865,0.5682,9.37,lose,-1.0,0.364,pinnacle
seriea,2021,2022-03-06,Spezia @ Juventus,1X2,draw,,5.68,0.2236,0.1761,12.15,lose,-1.0,0.334,pinnacle
seriea,2021,2022-03-06,Spezia @ Juventus,TOTAL,under,2.5,2.29,0.5206,0.4367,8.65,win,1.29,0.334,pinnacle
