comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source
epl,2021,2021-10-02,Norwich @ Burnley,1X2,burnley,,1.99,0.5685,0.5025,5.91,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-02,Norwich @ Burnley,TOTAL,under,2.5,1.97,0.5509,0.5076,3.84,win,0.97,0.334,pinnacle
epl,2021,2021-10-02,Watford @ Leeds,1X2,watford,,4.74,0.3498,0.211,29.61,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-02,Newcastle @ Wolves,1X2,draw,,3.72,0.2945,0.2688,4.3,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-02,Newcastle @ Wolves,TOTAL,under,2.5,1.92,0.6351,0.5208,9.87,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-03,Leicester @ Crystal Palace,1X2,crystal palace,,2.87,0.4591,0.3484,14.29,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-03,Aston Villa @ Tottenham,1X2,aston villa,,3.74,0.3946,0.2674,21.41,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-03,Aston Villa @ Tottenham,TOTAL,under,2.5,1.98,0.5875,0.5051,7.35,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-03,Brentford @ West Ham,1X2,brentford,,5.13,0.2603,0.1949,15.1,win,4.13,0.334,pinnacle
epl,2021,2021-10-03,Man City @ Liverpool,1X2,liverpool,,3.12,0.3837,0.3205,8.87,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-03,Man City @ Liverpool,1X2,draw,,3.54,0.3171,0.2825,5.51,win,2.54,0.364,pinnacle
epl,2021,2021-10-16,Liverpool @ Watford,1X2,draw,,5.68,0.252,0.1761,19.41,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-16,Liverpool @ Watford,TOTAL,under,2.5,2.5,0.4877,0.4,9.87,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-16,Wolves @ Aston Villa,TOTAL,under,2.5,1.77,0.6593,0.565,7.51,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-16,Brighton @ Norwich,1X2,draw,,3.69,0.2963,0.271,4.2,win,2.69,0.334,pinnacle
epl,2021,2021-10-16,Brighton @ Norwich,TOTAL,under,2.5,1.74,0.6922,0.5747,9.2,win,0.74,0.334,pinnacle
epl,2021,2021-10-16,Leeds @ Southampton,TOTAL,under,2.5,2.19,0.5665,0.4566,10.83,win,1.19,0.334,pinnacle
epl,2021,2021-10-16,Chelsea @ Brentford,1X2,brentford,,5.64,0.2432,0.1773,16.72,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-16,Chelsea @ Brentford,1X2,draw,,3.87,0.3186,0.2584,10.49,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-17,West Ham @ Everton,TOTAL,over,2.5,1.95,0.6311,0.5128,10.38,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-17,Tottenham @ Newcastle,1X2,newcastle united,,3.58,0.4188,0.2793,22.47,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-18,Crystal Palace @ Arsenal,1X2,draw,,4.17,0.2935,0.2398,10.07,win,3.17,0.364,pinnacle
epl,2021,2021-10-18,Crystal Palace @ Arsenal,TOTAL,under,2.5,1.93,0.5849,0.5181,5.79,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-22,Aston Villa @ Arsenal,1X2,aston villa,,3.87,0.3815,0.2584,21.44,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-22,Aston Villa @ Arsenal,TOTAL,under,2.5,2.09,0.5115,0.4785,3.11,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-23,Norwich @ Chelsea,TOTAL,under,2.5,2.3,0.4881,0.4348,5.52,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-23,Newcastle @ Crystal Palace,TOTAL,over,2.5,1.99,0.6164,0.5025,10.2,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-23,Watford @ Everton,1X2,everton,,1.84,0.6393,0.5435,7.93,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-23,Watford @ Everton,TOTAL,over,2.5,2.09,0.5459,0.4785,6.34,win,1.0899999999999999,0.364,pinnacle
epl,2021,2021-10-23,Wolves @ Leeds,1X2,wolverhampton wanderers,,2.84,0.3982,0.3521,5.89,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-23,Wolves @ Leeds,TOTAL,under,2.5,2.03,0.6194,0.4926,11.58,win,1.0299999999999998,0.334,pinnacle
epl,2021,2021-10-24,Tottenham @ West Ham,1X2,west ham united,,2.25,0.5777,0.4444,13.49,win,1.25,0.364,pinnacle
epl,2021,2021-10-24,Liverpool @ Man United,1X2,liverpool,,2.35,0.4893,0.4255,6.74,win,1.35,0.364,pinnacle
epl,2021,2021-10-30,Arsenal @ Leicester,1X2,leicester city,,2.55,0.4834,0.3922,10.47,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-30,Brentford @ Burnley,1X2,brentford,,2.9,0.4532,0.3448,14.14,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-30,Brentford @ Burnley,TOTAL,under,2.5,1.72,0.6211,0.5814,3.07,lose,-1.0,0.334,pinnacle
epl,2021,2021-10-30,Brighton @ Liverpool,1X2,draw,,5.75,0.1973,0.1739,6.05,win,4.75,0.364,pinnacle
epl,2021,2021-10-30,Chelsea @ Newcastle,TOTAL,over,2.5,1.75,0.6114,0.5714,3.15,win,0.75,0.364,pinnacle
epl,2021,2021-10-30,Southampton @ Watford,1X2,watford,,3.22,0.4228,0.3106,16.27,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-30,Man United @ Tottenham,1X2,tottenham,,3.18,0.3446,0.3145,4.31,lose,-1.0,0.364,pinnacle
epl,2021,2021-10-31,West Ham @ Aston Villa,1X2,west ham united,,2.52,0.4676,0.3968,8.03,win,1.52,0.364,pinnacle
epl,2021,2021-11-01,Everton @ Wolves,1X2,everton,,3.66,0.3444,0.2732,11.72,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-05,Aston Villa @ Southampton,1X2,aston villa,,3.54,0.3313,0.2825,7.78,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-05,Aston Villa @ Southampton,TOTAL,under,2.5,2.24,0.5266,0.4464,8.08,win,1.2400000000000002,0.364,pinnacle
epl,2021,2021-11-06,Man City @ Man United,TOTAL,under,2.5,2.35,0.5109,0.4255,9.03,win,1.35,0.364,pinnacle
epl,2021,2021-11-06,Wolves @ Crystal Palace,1X2,wolverhampton wanderers,,3.52,0.3641,0.2841,12.67,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-06,Newcastle @ Brighton,1X2,newcastle united,,6.11,0.2197,0.1637,15.4,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-07,Watford @ Arsenal,1X2,draw,,4.86,0.2649,0.2058,12.93,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-07,Watford @ Arsenal,TOTAL,under,2.5,2.46,0.4909,0.4065,9.35,win,1.46,0.364,pinnacle
epl,2021,2021-11-07,Tottenham @ Everton,TOTAL,over,2.5,2.04,0.5436,0.4902,4.9,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-07,Leicester @ Leeds,1X2,leicester city,,2.76,0.4283,0.3623,8.19,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-20,Chelsea @ Leicester,1X2,chelsea,,1.78,0.7071,0.5618,11.64,win,0.78,0.364,pinnacle
epl,2021,2021-11-20,Chelsea @ Leicester,TOTAL,over,2.5,2.07,0.5686,0.4831,7.96,win,1.0699999999999998,0.364,pinnacle
epl,2021,2021-11-20,Brighton @ Aston Villa,1X2,brighton,,3.08,0.4059,0.3247,11.26,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-20,Crystal Palace @ Burnley,1X2,crystal palace,,2.74,0.4312,0.365,8.17,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-20,Brentford @ Newcastle,1X2,brentford,,3.0,0.4603,0.3333,17.14,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-20,Southampton @ Norwich,1X2,southampton,,2.19,0.5374,0.4566,7.96,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-20,Southampton @ Norwich,TOTAL,under,2.5,1.87,0.6476,0.5348,9.5,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-20,Man United @ Watford,1X2,draw,,4.8,0.2427,0.2083,7.43,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-20,West Ham @ Wolves,1X2,west ham united,,2.46,0.4693,0.4065,6.95,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-21,Leeds @ Tottenham,1X2,draw,,4.18,0.2969,0.2392,10.85,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-21,Leeds @ Tottenham,TOTAL,under,2.5,2.1,0.5976,0.4762,11.47,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-27,Newcastle @ Arsenal,1X2,draw,,4.52,0.2503,0.2212,5.91,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-27,Aston Villa @ Crystal Palace,1X2,crystal palace,,2.36,0.4835,0.4237,6.34,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-27,Aston Villa @ Crystal Palace,TOTAL,over,2.5,2.06,0.5817,0.4854,8.92,win,1.06,0.364,pinnacle
epl,2021,2021-11-27,Wolves @ Norwich,1X2,wolverhampton wanderers,,2.24,0.5274,0.4464,8.16,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-27,Leeds @ Brighton,TOTAL,under,2.5,1.93,0.6002,0.5181,7.13,win,0.9299999999999999,0.334,pinnacle
epl,2021,2021-11-28,Everton @ Brentford,TOTAL,over,2.5,2.18,0.5426,0.4587,8.23,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-28,Watford @ Leicester,1X2,watford,,5.33,0.3298,0.1876,34.11,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-28,West Ham @ Man City,1X2,draw,,6.5,0.2393,0.1538,25.0,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-28,Man United @ Chelsea,TOTAL,over,2.5,1.81,0.6597,0.5525,8.74,lose,-1.0,0.364,pinnacle
epl,2021,2021-11-30,Norwich @ Newcastle,1X2,newcastle united,,2.09,0.5437,0.4785,6.13,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-30,Norwich @ Newcastle,TOTAL,under,2.5,2.06,0.5487,0.4854,5.86,win,1.06,0.334,pinnacle
epl,2021,2021-11-30,Crystal Palace @ Leeds,1X2,crystal palace,,3.31,0.401,0.3021,14.72,lose,-1.0,0.334,pinnacle
epl,2021,2021-11-30,Crystal Palace @ Leeds,TOTAL,under,2.5,1.97,0.5782,0.5076,6.26,win,0.97,0.334,pinnacle
epl,2021,2021-12-01,Leicester @ Southampton,TOTAL,under,2.5,2.07,0.5343,0.4831,4.77,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-01,Brighton @ West Ham,TOTAL,under,2.5,1.84,0.588,0.5435,3.69,win,0.8400000000000001,0.364,pinnacle
epl,2021,2021-12-01,Burnley @ Wolves,1X2,burnley,,4.94,0.231,0.2024,6.35,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-01,Burnley @ Wolves,TOTAL,under,2.5,1.69,0.6346,0.5917,3.26,win,0.69,0.364,pinnacle
epl,2021,2021-12-01,Man City @ Aston Villa,1X2,draw,,4.69,0.242,0.2132,6.08,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-01,Man City @ Aston Villa,TOTAL,under,2.5,2.32,0.5426,0.431,11.65,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-02,Brentford @ Tottenham,1X2,draw,,3.98,0.2917,0.2513,7.24,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-02,Brentford @ Tottenham,TOTAL,under,2.5,2.0,0.5804,0.5,7.23,win,1.0,0.334,pinnacle
epl,2021,2021-12-02,Arsenal @ Man United,1X2,arsenal,,3.58,0.3043,0.2793,4.02,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-04,Chelsea @ West Ham,TOTAL,under,2.5,1.8,0.6538,0.5556,7.95,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-04,Burnley @ Newcastle,1X2,burnley,,3.09,0.3724,0.3236,6.78,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-04,Brighton @ Southampton,1X2,draw,,3.23,0.3927,0.3096,12.08,win,2.23,0.364,pinnacle
epl,2021,2021-12-04,Liverpool @ Wolves,1X2,draw,,5.16,0.2895,0.1938,22.21,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-05,Brentford @ Leeds,1X2,draw,,3.63,0.3147,0.2755,6.4,win,2.63,0.334,pinnacle
epl,2021,2021-12-05,Brentford @ Leeds,1X2,brentford,,4.94,0.2885,0.2024,19.14,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-05,Crystal Palace @ Man United,1X2,draw,,4.49,0.2559,0.2227,6.71,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-05,Norwich @ Tottenham,1X2,draw,,4.51,0.2844,0.2217,12.73,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-05,Leicester @ Aston Villa,1X2,aston villa,,2.4,0.4482,0.4167,3.4,win,1.4,0.364,pinnacle
epl,2021,2021-12-05,Leicester @ Aston Villa,TOTAL,over,2.5,1.92,0.6129,0.5208,7.95,win,0.9199999999999999,0.364,pinnacle
epl,2021,2021-12-06,Arsenal @ Everton,1X2,everton,,3.33,0.3828,0.3003,12.36,win,2.33,0.364,pinnacle
epl,2021,2021-12-06,Arsenal @ Everton,TOTAL,over,2.5,2.11,0.5162,0.4739,4.01,win,1.1099999999999999,0.364,pinnacle
epl,2021,2021-12-10,Watford @ Brentford,1X2,brentford,,2.63,0.4953,0.3802,13.62,win,1.63,0.334,pinnacle
epl,2021,2021-12-10,Watford @ Brentford,TOTAL,over,2.5,2.01,0.5797,0.4975,7.44,win,1.0099999999999998,0.334,pinnacle
epl,2021,2021-12-11,Southampton @ Arsenal,1X2,draw,,4.1,0.2846,0.2439,7.51,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-11,Southampton @ Arsenal,1X2,southampton,,4.76,0.2677,0.2101,12.34,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-11,Southampton @ Arsenal,TOTAL,under,2.5,2.14,0.5744,0.4673,10.31,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-11,Man United @ Norwich,1X2,draw,,5.11,0.2317,0.1957,8.28,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-12,Newcastle @ Leicester,1X2,newcastle united,,5.06,0.2274,0.1976,6.78,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-12,Everton @ Crystal Palace,1X2,crystal palace,,2.27,0.4728,0.4405,3.29,win,1.27,0.364,pinnacle
epl,2021,2021-12-12,Everton @ Crystal Palace,TOTAL,over,2.5,2.37,0.5335,0.4219,11.9,win,1.37,0.364,pinnacle
epl,2021,2021-12-14,Aston Villa @ Norwich,1X2,aston villa,,2.14,0.512,0.4673,4.31,win,1.1400000000000001,0.334,pinnacle
epl,2021,2021-12-14,Aston Villa @ Norwich,TOTAL,under,2.5,1.74,0.6263,0.5747,4.04,win,0.74,0.334,pinnacle
epl,2021,2021-12-15,Wolves @ Brighton,1X2,draw,,3.25,0.3772,0.3077,10.16,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-15,Wolves @ Brighton,1X2,wolverhampton wanderers,,4.6,0.2622,0.2174,9.28,win,3.5999999999999996,0.364,pinnacle
epl,2021,2021-12-15,West Ham @ Arsenal,1X2,west ham united,,3.19,0.3608,0.3135,6.8,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-16,Everton @ Chelsea,TOTAL,over,2.5,1.74,0.6672,0.5747,7.24,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-18,Arsenal @ Leeds,1X2,leeds united,,5.58,0.3041,0.1792,31.36,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-18,Arsenal @ Leeds,1X2,draw,,4.41,0.3001,0.2268,14.55,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-19,Chelsea @ Wolves,1X2,wolverhampton wanderers,,5.74,0.1972,0.1742,5.94,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-19,Chelsea @ Wolves,1X2,draw,,3.54,0.3394,0.2825,9.06,win,2.54,0.364,pinnacle
epl,2021,2021-12-19,Liverpool @ Tottenham,TOTAL,under,2.5,2.35,0.4962,0.4255,7.47,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-26,Arsenal @ Norwich,1X2,draw,,4.54,0.2476,0.2203,5.58,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-26,Arsenal @ Norwich,TOTAL,under,2.5,2.09,0.5603,0.4785,7.7,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-26,Crystal Palace @ Tottenham,1X2,crystal palace,,5.14,0.3085,0.1946,26.35,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-26,Southampton @ West Ham,1X2,west ham united,,1.98,0.6061,0.5051,9.0,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-26,Brentford @ Brighton,1X2,brentford,,4.42,0.3072,0.2262,16.1,lose,-1.0,0.334,pinnacle
epl,2021,2021-12-26,Brentford @ Brighton,TOTAL,under,2.5,1.68,0.6529,0.5952,4.36,win,0.6799999999999999,0.334,pinnacle
epl,2021,2021-12-27,Man United @ Newcastle,1X2,newcastle united,,6.28,0.2391,0.1592,22.57,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-28,Norwich @ Crystal Palace,1X2,crystal palace,,1.78,0.6984,0.5618,10.94,win,0.78,0.334,pinnacle
epl,2021,2021-12-28,Tottenham @ Southampton,1X2,southampton,,3.77,0.2991,0.2653,5.75,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-28,Tottenham @ Southampton,TOTAL,under,2.5,1.96,0.6345,0.5102,10.96,win,0.96,0.364,pinnacle
epl,2021,2021-12-28,West Ham @ Watford,1X2,watford,,3.59,0.3185,0.2786,6.46,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-29,Brighton @ Chelsea,1X2,draw,,5.04,0.25,0.1984,11.7,win,4.04,0.364,pinnacle
epl,2021,2021-12-30,Burnley @ Man United,1X2,draw,,4.97,0.2658,0.2012,14.45,lose,-1.0,0.364,pinnacle
epl,2021,2021-12-30,Burnley @ Man United,TOTAL,under,2.5,2.21,0.5293,0.4525,7.63,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-01,Man City @ Arsenal,1X2,draw,,4.21,0.2674,0.2375,5.66,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-01,Tottenham @ Watford,1X2,draw,,4.12,0.2715,0.2427,5.34,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-01,West Ham @ Crystal Palace,1X2,crystal palace,,3.56,0.3208,0.2809,6.39,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-02,Aston Villa @ Brentford,1X2,brentford,,2.95,0.3778,0.339,5.15,win,1.9500000000000002,0.334,pinnacle
epl,2021,2022-01-02,Brighton @ Everton,1X2,everton,,2.91,0.3706,0.3436,3.53,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-02,Brighton @ Everton,TOTAL,under,2.5,1.64,0.6713,0.6098,4.54,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-02,Burnley @ Leeds,1X2,burnley,,3.73,0.3214,0.2681,8.94,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-02,Burnley @ Leeds,TOTAL,under,2.5,2.0,0.5755,0.5,6.8,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-02,Liverpool @ Chelsea,TOTAL,under,2.5,2.08,0.5533,0.4808,6.79,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-03,Wolves @ Man United,1X2,draw,,3.74,0.3469,0.2674,13.38,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-03,Wolves @ Man United,1X2,wolverhampton wanderers,,5.53,0.2965,0.1808,28.78,win,4.53,0.364,pinnacle
epl,2021,2022-01-11,Brentford @ Southampton,1X2,brentford,,3.67,0.3552,0.2725,13.66,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-14,Crystal Palace @ Brighton,1X2,crystal palace,,4.14,0.2855,0.2415,8.19,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-15,Chelsea @ Man City,1X2,draw,,4.21,0.2742,0.2375,6.95,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-15,Chelsea @ Man City,1X2,chelsea,,5.35,0.219,0.1869,7.72,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-15,Chelsea @ Man City,TOTAL,under,2.5,2.01,0.573,0.4975,6.83,win,1.0099999999999998,0.364,pinnacle
epl,2021,2022-01-15,Watford @ Newcastle,TOTAL,over,2.5,1.78,0.602,0.5618,3.22,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-15,Everton @ Norwich,1X2,everton,,2.25,0.5882,0.4444,14.56,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-15,Southampton @ Wolves,1X2,wolverhampton wanderers,,2.49,0.4308,0.4016,3.27,win,1.4900000000000002,0.364,pinnacle
epl,2021,2022-01-15,Man United @ Aston Villa,1X2,manchester united,,2.91,0.3783,0.3436,4.53,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-15,Man United @ Aston Villa,TOTAL,over,2.5,1.93,0.5704,0.5181,4.54,win,0.9299999999999999,0.364,pinnacle
epl,2021,2022-01-16,Brentford @ Liverpool,TOTAL,over,2.5,1.67,0.6696,0.5988,5.32,win,0.6699999999999999,0.334,pinnacle
epl,2021,2022-01-16,Leeds @ West Ham,TOTAL,over,2.5,1.64,0.664,0.6098,4.0,win,0.6399999999999999,0.334,pinnacle
epl,2021,2022-01-18,Chelsea @ Brighton,1X2,brighton,,5.48,0.223,0.1825,9.99,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-18,Chelsea @ Brighton,1X2,draw,,3.81,0.3123,0.2625,8.55,win,2.81,0.364,pinnacle
epl,2021,2022-01-18,Chelsea @ Brighton,TOTAL,under,2.5,1.77,0.6843,0.565,9.51,win,0.77,0.364,pinnacle
epl,2021,2022-01-19,Tottenham @ Leicester,1X2,leicester city,,3.34,0.3912,0.2994,13.8,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-19,Man United @ Brentford,1X2,brentford,,4.91,0.3049,0.2037,22.37,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-21,Norwich @ Watford,1X2,watford,,2.07,0.6277,0.4831,13.47,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-22,Aston Villa @ Everton,TOTAL,over,2.5,2.01,0.5789,0.4975,7.36,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-22,Wolves @ Brentford,1X2,draw,,3.07,0.363,0.3257,5.15,lose,-1.0,0.334,pinnacle
epl,2021,2022-01-22,West Ham @ Man United,1X2,west ham united,,3.52,0.4122,0.2841,20.3,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-22,Man City @ Southampton,1X2,draw,,6.06,0.1887,0.165,6.44,win,5.06,0.364,pinnacle
epl,2021,2022-01-23,Burnley @ Arsenal,1X2,draw,,5.57,0.23,0.1795,12.65,win,4.57,0.364,pinnacle
epl,2021,2022-01-23,Liverpool @ Crystal Palace,TOTAL,over,2.5,1.76,0.6274,0.5682,4.69,win,0.76,0.364,pinnacle
epl,2021,2022-01-23,Brighton @ Leicester,1X2,leicester city,,2.71,0.398,0.369,3.54,lose,-1.0,0.364,pinnacle
epl,2021,2022-01-23,Tottenham @ Chelsea,TOTAL,under,2.5,1.96,0.5725,0.5102,5.5,win,0.96,0.364,pinnacle
epl,2021,2022-02-05,Watford @ Burnley,1X2,watford,,3.69,0.298,0.271,4.48,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-08,Everton @ Newcastle,1X2,everton,,2.87,0.3946,0.3484,5.97,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-08,Watford @ West Ham,TOTAL,over,2.5,1.78,0.6272,0.5618,5.24,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-08,Man United @ Burnley,1X2,draw,,4.25,0.278,0.2353,8.16,win,3.25,0.364,pinnacle
epl,2021,2022-02-08,Man United @ Burnley,TOTAL,under,2.5,2.03,0.5759,0.4926,7.6,win,1.0299999999999998,0.364,pinnacle
epl,2021,2022-02-09,Crystal Palace @ Norwich,1X2,crystal palace,,2.31,0.5564,0.4329,12.84,lose,-1.0,0.334,pinnacle
epl,2021,2022-02-09,Southampton @ Tottenham,1X2,draw,,4.27,0.2664,0.2342,6.19,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-09,Southampton @ Tottenham,1X2,southampton,,6.41,0.234,0.156,22.5,win,5.41,0.364,pinnacle
epl,2021,2022-02-09,Southampton @ Tottenham,TOTAL,under,2.5,2.06,0.5322,0.4854,4.34,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-10,Arsenal @ Wolves,1X2,wolverhampton wanderers,,4.16,0.3654,0.2404,23.4,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-10,Arsenal @ Wolves,1X2,draw,,3.35,0.3402,0.2985,6.29,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-10,Arsenal @ Wolves,TOTAL,under,2.5,1.64,0.7283,0.6098,8.75,win,0.6399999999999999,0.364,pinnacle
epl,2021,2022-02-12,Southampton @ Man United,1X2,southampton,,6.26,0.1975,0.1597,10.64,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-12,Leeds @ Everton,1X2,everton,,2.66,0.4779,0.3759,12.21,win,1.6600000000000001,0.334,pinnacle
epl,2021,2022-02-12,Brighton @ Watford,TOTAL,under,2.5,1.65,0.6557,0.6061,3.68,win,0.6499999999999999,0.364,pinnacle
epl,2021,2022-02-13,Liverpool @ Burnley,TOTAL,under,2.5,2.43,0.4886,0.4115,8.43,win,1.4300000000000002,0.364,pinnacle
epl,2021,2022-02-13,Aston Villa @ Newcastle,1X2,aston villa,,2.67,0.4403,0.3745,7.9,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-13,Aston Villa @ Newcastle,TOTAL,over,2.5,1.83,0.5925,0.5464,3.79,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-13,Wolves @ Tottenham,1X2,draw,,3.78,0.3625,0.2646,16.67,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-13,Wolves @ Tottenham,1X2,wolverhampton wanderers,,5.9,0.2683,0.1695,26.22,win,4.9,0.364,pinnacle
epl,2021,2022-02-13,West Ham @ Leicester,1X2,west ham united,,2.39,0.4713,0.4184,5.69,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-13,West Ham @ Leicester,TOTAL,over,2.5,1.66,0.656,0.6024,4.0,win,0.6599999999999999,0.364,pinnacle
epl,2021,2022-02-15,Brighton @ Man United,1X2,draw,,3.59,0.3306,0.2786,8.41,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-15,Brighton @ Man United,1X2,brighton,,5.0,0.3068,0.2,24.03,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-19,Newcastle @ West Ham,TOTAL,over,2.5,1.85,0.6497,0.5405,9.09,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-19,Watford @ Aston Villa,1X2,watford,,6.2,0.2159,0.1613,15.22,win,5.2,0.334,pinnacle
epl,2021,2022-02-19,Watford @ Aston Villa,TOTAL,over,2.5,2.02,0.5613,0.495,6.03,lose,-1.0,0.334,pinnacle
epl,2021,2022-02-19,Burnley @ Brighton,1X2,draw,,3.53,0.3414,0.2833,9.22,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-19,Everton @ Southampton,1X2,everton,,3.97,0.2963,0.2519,7.93,lose,-1.0,0.364,pinnacle
epl,2021,2022-02-20,Man United @ Leeds,1X2,leeds united,,5.02,0.2425,0.1992,9.78,lose,-1.0,0.334,pinnacle
